Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
4910	-7292.1	-7232.214	-59.88662	2.286423	14.05091	0.325225	0.682381	1.07574	1.91665	10.37891
4920	-7300.525	-7233.221	-67.30326	2.146599	14.68602	0.310168	0.669749	1.07326	1.94682	10.91108
4930	-7299.711	-7241.72	-57.99187	2.555938	14.85501	0.351697	0.703543	1.07924	1.86552	10.28186
4940	-7279.553	-7216.694	-62.85955	2.249737	14.10952	0.321368	0.679189	1.07514	1.9243	10.59316
4950	-7272.685	-7215.106	-57.57835	2.243282	15.85676	0.320683	0.678618	1.07504	1.92566	10.25619
4960	-7278.497	-7215.796	-62.7009	2.009687	13.45237	0.294428	0.65604	1.07023	1.9793	10.5378
4970	-7298.209	-7235.105	-63.10389	1.876831	15.18458	0.278115	0.641243	1.06658	2.01406	10.62368
4980	-7285.827	-7224.015	-61.81242	2.227071	15.48201	0.318953	0.677174	1.07476	1.92912	10.53405
4990	-7270.918	-7229.672	-41.24538	2.20502	16.53584	0.316578	0.675183	1.07436	1.93387	9.247342
5000	-7270.881	-7229.766	-41.11518	2.447405	16.38913	0.341413	0.695473	1.078	1.88511	9.236421
5010	-7270.951	-7217.261	-53.69065	1.978486	15.95087	0.290693	0.652706	1.06944	1.98716	10.0105
5020	-7282.862	-7238.257	-44.60457	1.802351	15.00656	0.268483	0.632203	1.06415	2.03516	9.392807
5030	-7271.088	-7229.87	-41.2175	2.299013	16.26024	0.326534	0.683458	1.07594	1.91407	9.239337
5040	-7288.622	-7242.574	-46.04802	1.994151	14.95153	0.292575	0.65439	1.06984	1.98319	9.485097
5050	-7300.69	-7240.287	-60.4033	2.121933	15.88495	0.307408	0.667384	1.07276	1.95245	10.43347
5060	-7305.262	-7236.439	-68.8235	1.725419	13.15546	0.25814	0.622231	1.06131	2.05832	10.97241
5070	-7303.668	-7234.4	-69.26823	2.168195	16.26401	0.312558	0.671785	1.07368	1.94198	10.96416
5080	-7276.657	-7221.577	-55.08016	2.226804	15.32883	0.318924	0.67715	1.07475	1.92917	10.09769
5090	-7288.525	-7223.557	-64.96837	2.103838	13.71591	0.305363	0.66562	1.07238	1.95663	10.72454
5100	-7296.795	-7231.646	-65.14901	2.302299	15.14188	0.326874	0.683738	1.07599	1.91339	10.75932
5110	-7281.339	-7226.876	-54.46235	2.659181	15.06169	0.361047	0.710722	1.08022	1.84801	10.05139
5120	-7268.265	-7211.304	-56.9615	2.337813	13.863	0.33052	0.686718	1.07653	1.90623	10.15494
5130	-7298.643	-7243.333	-55.30994	2.141683	13.86971	0.30962	0.669281	1.07316	1.94794	10.03647
5140	-7283.092	-7222.993	-60.09832	2.298692	16.64393	0.3265	0.683431	1.07594	1.91413	10.38174
5150	-7278.553	-7223.438	-55.11516	2.169654	14.00049	0.312719	0.671921	1.07371	1.94165	10.03486
5160	-7287.65	-7228.799	-58.85083	2.602743	14.53154	0.355986	0.706855	1.0797	1.85745	10.33038
5170	-7292.581	-7231.064	-61.51722	1.990592	15.17175	0.292149	0.654009	1.06975	1.98409	10.51928
5180	-7306.349	-7239.334	-67.01407	2.397968	14.0138	0.336565	0.691604	1.07737	1.89446	10.88514
5190	-7302.908	-7242.94	-59.96828	2.009782	15.35578	0.29444	0.65605	1.07023	1.97928	10.41636
5200	-7288.521	-7229.874	-58.64647	2.157894	16.16728	0.311421	0.670818	1.07348	1.94428	10.31456
5210	-7285.693	-7243.094	-42.59899	2.462484	19.23657	0.342871	0.696629	1.07819	1.88231	9.257503
5220	-7283.376	-7238.366	-45.00949	2.085344	19.11875	0.303254	0.663793	1.07199	1.96097	9.390129
5230	-7293.84	-7238.237	-55.60279	2.446713	17.46611	0.341346	0.69542	1.078	1.88524	10.07069
5240	-7295.901	-7225.207	-70.69391	2.222125	13.46684	0.318422	0.67673	1.07467	1.93018	11.13265
5250	-7262.224	-7217.721	-44.50283	1.850224	15.4814	0.274716	0.638079	1.06575	2.02146	9.415975
5260	-7287.447	-7233.717	-53.73006	2.157997	16.4275	0.311433	0.670828	1.07348	1.94426	10.00521
5270	-7276.62	-7214.206	-62.4146	1.959641	14.3486	0.288409	0.650652	1.06895	1.99199	10.57085
5280	-7299.938	-7233.257	-66.6808	1.82304	16.01881	0.271195	0.634772	1.06486	2.02917	10.82084
5290	-7286.91	-7218.957	-67.95272	1.768441	13.97477	0.263975	0.627891	1.06295	2.04519	10.95113
5300	-7285.617	-7231.274	-54.34291	2.157509	16.45179	0.311378	0.670782	1.07347	1.94437	10.04185
5310	-7287.139	-7234.187	-52.95154	2.263893	18.05917	0.322864	0.680431	1.07538	1.92133	9.884282
5320	-7289.342	-7231.546	-57.79569	2.336755	15.56165	0.330412	0.68663	1.07651	1.90644	10.27408
5330	-7270.794	-7210.96	-59.83452	2.221935	15.50546	0.318402	0.676713	1.07467	1.93022	10.40597
5340	-7271.321	-7215.505	-55.81609	2.408707	16.46442	0.337627	0.692455	1.07751	1.89241	10.13098
5350	-7285.694	-7223.349	-62.34469	1.878171	15.38109	0.278285	0.6414	1.06662	2.0137	10.57063
5360	-7291.152	-7232.588	-58.5638	1.908941	15.04511	0.282157	0.644968	1.06753	2.00534	10.32351
5370	-7300.91	-7239.476	-61.43378	2.37318	19.00348	0.334094	0.689614	1.07703	1.89926	10.26134
5380	-7284.138	-7227.912	-56.22558	2.784112	14.67591	0.371839	0.718828	1.08122	1.82811	10.15636
5390	-7311.75	-7250.337	-61.41336	2.102057	14.44487	0.30516	0.665445	1.07235	1.95705	10.50428
5400	-7319.281	-7249.835	-69.44546	1.884054	13.34822	0.27903	0.642089	1.0668	2.01208	11.03312
5410	-7317.553	-7256.218	-61.33558	2.096944	17.0404	0.304579	0.664942	1.07224	1.95824	10.43057
5420	-7293.672	-7228.613	-65.05899	2.379987	17.36339	0.334775	0.690164	1.07713	1.89793	10.62137
5430	-7312.748	-7238.18	-74.56794	1.954769	11.97212	0.287815	0.650116	1.06882	1.99325	11.28898
5440	-7284.719	-7223.197	-61.52155	1.78729	14.27591	0.26649	0.630304	1.06363	2.03958	10.50586
5450	-7303.794	-7237.298	-66.49602	2.178986	13.96469	0.313743	0.67279	1.07388	1.93958	10.84655
5460	-7307.43	-7238.711	-68.71885	1.83786	12.76083	0.27312	0.636585	1.06535	2.02495	10.92546
5470	-7282.53	-7220.302	-62.22777	2.139617	16.64116	0.30939	0.669084	1.07312	1.94841	10.50985
5480	-7281.631	-7216.642	-64.98914	2.076536	14.44723	0.302243	0.662913	1.07179	1.96305	10.75186
5490	-7284.592	-7226.199	-58.39297	2.32325	14.0736	0.329032	0.685505	1.07631	1.90915	10.27418
5500	-7280.881	-7220.413	-60.4681	2.104035	16.28861	0.305385	0.665639	1.07239	1.95659	10.42197
5510	-7287.553	-7213.199	-74.35438	2.236792	14.47918	0.319992	0.678042	1.07492	1.92704	11.39907
5520	-7290.662	-7224.086	-66.5761	1.949375	13.90268	0.287156	0.64952	1.06867	1.99465	10.85004
5530	-7275.164	-7227.9	-47.26436	2.83952	16.54144	0.376453	0.722237	1.0816	1.81971	9.611312
5540	-7286.252	-7230.402	-55.85017	2.11849	15.7107	0.30702	0.66705	1.07269	1.95324	10.14857
5550	-7299.006	-7235.262	-63.74434	2.220836	15.34669	0.318284	0.676614	1.07465	1.93045	10.66249
5560	-7293.468	-7227.353	-66.11478	2.275658	14.74295	0.3241	0.681453	1.07557	1.91887	10.82981
5570	-7300.822	-7227.274	-73.54788	2.299957	14.64167	0.326632	0.683539	1.07596	1.91387	11.33797
5580	-7272.223	-7218.675	-53.54843	1.840903	15.32773	0.273514	0.636954	1.06545	2.02409	9.997744
5590	-7280.156	-7230.17	-49.98548	1.938812	16.94604	0.28586	0.648345	1.06838	1.99741	9.767224
5600	-7271.934	-7220.076	-51.85788	1.958585	15.36285	0.28828	0.650536	1.06892	1.99227	9.888375
5610	-7285.843	-7238.098	-47.7447	2.229844	14.05961	0.31925	0.677423	1.0748	1.92852	9.515845
5620	-7275.699	-7223.737	-51.9614	2.092239	16.05989	0.304042	0.664477	1.07214	1.95935	9.901794
5630	-7275.688	-7224.977	-50.71082	1.960493	16.73841	0.288513	0.650746	1.06897	1.99177	9.815617
5640	-7280.609	-7222.662	-57.94685	2.291987	13.77329	0.325804	0.682858	1.07583	1.9155	10.21803
5650	-7291.272	-7232.151	-59.12046	2.268942	15.79186	0.323395	0.68087	1.07546	1.92027	10.355
5660	-7290.321	-7235.528	-54.79225	2.288995	13.21385	0.325493	0.682602	1.07579	1.91612	9.915145
5670	-7264.973	-7219.393	-45.57965	2.377292	16.50684	0.334505	0.689947	1.07709	1.89846	9.509393
5680	-7292.651	-7228.384	-64.26784	2.256316	13.58254	0.322065	0.679767	1.07525	1.92291	10.66441
5690	-7284.754	-7219.498	-65.25527	2.113349	14.47965	0.30644	0.66655	1.07258	1.95443	10.77064
5700	-7291.031	-7229.035	-61.99552	2.184121	16.22391	0.314305	0.673266	1.07398	1.93845	10.51898
5710	-7282.464	-7225.743	-56.72178	2.065387	15.88734	0.300957	0.661791	1.07154	1.96571	10.20167
5720	-7275.719	-7213.774	-61.9449	2.317024	14.22758	0.328393	0.684982	1.07622	1.91041	10.53361
5730	-7296.26	-7224.493	-71.76747	1.991046	13.97142	0.292203	0.654058	1.06976	1.98397	11.22408
5740	-7285.784	-7221.634	-64.14944	1.980275	13.91141	0.290909	0.6529	1.06949	1.9867	10.67594
5750	-7299.071	-7234.492	-64.57903	1.937057	12.29859	0.285644	0.648149	1.06833	1.99788	10.524
5760	-7290.974	-7239.052	-51.9217	2.12688	14.77235	0.307964	0.667862	1.07286	1.95131	9.868784
5770	-7270.231	-7216.157	-54.07407	1.880388	16.40699	0.278566	0.64166	1.06669	2.01309	10.02668
5780	-7292.399	-7237.876	-54.52267	2.120116	15.16517	0.307203	0.667208	1.07272	1.95287	10.0581
5790	-7288.266	-7232.711	-55.55495	2.616148	18.69937	0.357199	0.707786	1.07983	1.85518	9.978194
5800	-7287.052	-7232.286	-54.76593	2.214327	15.11745	0.317583	0.676027	1.07453	1.93186	10.07301
5810	-7282.987	-7223.24	-59.74692	1.963123	15.84983	0.288833	0.651034	1.06904	1.99109	10.39314
5820	-7262.428	-7208.172	-54.2558	2.189022	15.37435	0.31484	0.673718	1.07407	1.93737	10.04463
5830	-7281.751	-7229.799	-51.95212	1.867507	17.05979	0.276929	0.640142	1.06629	2.01664	9.879182
5840	-7294.391	-7242.978	-51.41248	2.468689	15.13199	0.343468	0.697101	1.07826	1.88117	9.851755
5850	-7293.105	-7237.95	-55.15511	1.990677	15.48875	0.292159	0.654019	1.06975	1.98407	10.10409
5860	-7305.502	-7244.772	-60.73025	2.267133	17.52123	0.323205	0.680713	1.07543	1.92065	10.35998
5870	-7305.182	-7246.213	-58.96878	2.079985	15.74295	0.302639	0.663258	1.07187	1.96223	10.34643
5880	-7271.83	-7229.633	-42.19674	2.100531	17.10146	0.304987	0.665295	1.07231	1.95741	9.307148
5890	-7306.792	-7241.512	-65.28041	1.858877	15.64955	0.275826	0.639116	1.06602	2.01904	10.75147
5900	-7280.768	-7221.677	-59.09079	2.086823	13.19078	0.303423	0.66394	1.07202	1.96062	10.23738
5910	-7283.162	-7224.434	-58.72753	2.349304	15.07806	0.331687	0.687667	1.0767	1.90395	10.33473
5920	-7305.718	-7248.849	-56.86925	2.377308	14.21533	0.334507	0.689948	1.07709	1.89845	10.17605
5930	-7301.466	-7240.559	-60.90629	1.919204	14.29958	0.283435	0.646137	1.06783	2.0026	10.46376
5940	-7290.699	-7232.132	-58.56687	1.965786	16.00188	0.289156	0.651325	1.06911	1.99041	10.3148
5950	-7294.764	-7238.687	-56.0773	2.267806	16.6274	0.323276	0.680772	1.07544	1.92051	10.1408
5960	-7273.222	-7219.15	-54.0727	1.860846	14.68993	0.276078	0.639351	1.06608	2.01849	10.01038
5970	-7271.06	-7221.287	-49.77344	2.257762	16.46348	0.322218	0.679894	1.07528	1.92261	9.763976
5980	-7286.217	-7231.602	-54.61413	1.988184	17.81835	0.29186	0.653751	1.06969	1.9847	9.992581
5990	-7303.69	-7239.751	-63.93905	2.207856	15.68331	0.316885	0.675441	1.07442	1.93326	10.66449
6000	-7277.142	-7222.585	-54.55697	2.061887	17.3234	0.300552	0.661437	1.07146	1.96655	10.01868
6010	-7278.386	-7217.11	-61.27641	2.34035	15.02026	0.330778	0.686928	1.07657	1.90573	10.5038
6020	-7293.434	-7228.03	-65.40329	2.015004	15.92259	0.295059	0.6566	1.07036	1.97798	10.74629
6030	-7310.571	-7241.433	-69.13816	2.262297	14.60705	0.322696	0.680291	1.07535	1.92166	11.03734
6040	-7288.956	-7220.922	-68.03366	2.058001	12.60606	0.300101	0.661043	1.07138	1.96748	10.85185
6050	-7275.724	-7210.7	-65.02444	2.181929	14.02911	0.314066	0.673063	1.07394	1.93893	10.74375
6060	-7280.63	-7213.433	-67.19669	1.951042	13.90377	0.28736	0.649705	1.06871	1.99422	10.89472
6070	-7294.41	-7229.57	-64.83983	2.103723	15.17951	0.30535	0.665609	1.07238	1.95666	10.73811
6080	-7304.68	-7243.575	-61.10535	1.948383	16.64797	0.287034	0.64941	1.06864	1.99491	10.442
6090	-7297.292	-7242.539	-54.75292	2.162449	16.20821	0.311924	0.671246	1.07357	1.94326	10.0729
6100	-7296.031	-7249.67	-46.36131	2.216408	19.24819	0.317808	0.676215	1.07457	1.93141	9.452307
6110	-7302.202	-7249.76	-52.4426	2.005685	14.96803	0.293952	0.655617	1.07013	1.9803	9.9135
6120	-7281.348	-7225.47	-55.87814	2.424332	16.11668	0.339163	0.693683	1.07771	1.88944	10.14448
6130	-7270.27	-7227.975	-42.2952	2.391633	18.64481	0.335936	0.691098	1.07729	1.89568	9.27157
6140	-7282.945	-7224.846	-58.09822	2.135733	17.43711	0.308956	0.668712	1.07304	1.94929	10.21554
6150	-7304.146	-7230.657	-73.48923	1.99109	17.6956	0.292209	0.654063	1.06977	1.98396	11.06704
6160	-7286.528	-7228.66	-57.86755	2.180914	16.37597	0.313954	0.672969	1.07392	1.93916	10.25909
6170	-7290.712	-7218.005	-72.70671	1.976686	12.9161	0.290476	0.652511	1.0694	1.98762	11.25122
6180	-7281.925	-7227.051	-54.87357	2.136862	16.09935	0.309082	0.66882	1.07307	1.94903	10.08246
6190	-7301.927	-7231.134	-70.79345	2.0905	13.50702	0.303844	0.664305	1.0721	1.95975	11.14182
6200	-7293.648	-7233.151	-60.49687	2.205291	13.58996	0.316608	0.675208	1.07437	1.93382	10.38746
6210	-7298.542	-7243.672	-54.86936	1.977974	15.26168	0.290631	0.652651	1.06943	1.98729	10.08287
6220	-7283.751	-7232.554	-51.19735	2.334158	16.16063	0.330148	0.686415	1.07648	1.90696	9.853842
6230	-7254.474	-7205.283	-49.19079	2.462698	16.25279	0.342891	0.696645	1.07819	1.88227	9.729704
6240	-7282.77	-7220.681	-62.08937	2.157538	13.63797	0.311382	0.670784	1.07347	1.94436	10.50859
6250	-7267.632	-7217.12	-50.51231	2.287244	18.09453	0.325311	0.682452	1.07576	1.91648	9.747175
6260	-7290.04	-7227.352	-62.68783	2.051192	14.18619	0.29931	0.660349	1.07122	1.96912	10.58423
6270	-7302.52	-7238.093	-64.42637	2.009195	14.80721	0.29437	0.655988	1.07022	1.97942	10.71521
6280	-7314.342	-7247.883	-66.45958	1.941303	15.98522	0.286166	0.648623	1.06845	1.99676	10.80902
6290	-7316.191	-7250.584	-65.60697	1.831859	14.05559	0.272343	0.635854	1.06515	2.02665	10.78618
6300	-7300.234	-7241.099	-59.13545	2.076736	16.46466	0.302266	0.662933	1.0718	1.963	10.33257
6310	-7296.26	-7237.594	-58.66587	1.8978	14.81409	0.280762	0.643686	1.06721	2.00834	10.32633
6320	-7295.623	-7238.941	-56.68121	2.050114	17.32699	0.299184	0.660239	1.07119	1.96938	10.14109
6330	-7301.693	-7236.265	-65.42731	1.792966	15.64118	0.267243	0.631023	1.06383	2.03791	10.76122
6340	-7301.315	-7240.092	-61.22334	1.748465	15.7742	0.261282	0.62529	1.0622	2.05123	10.48871
6350	-7298.694	-7229.355	-69.33904	2.323797	11.85307	0.329088	0.68555	1.07632	1.90904	10.82748
6360	-7266.905	-7214.43	-52.47468	2.162553	16.76633	0.311936	0.671256	1.07357	1.94324	9.920145
6370	-7287.845	-7221.142	-66.70256	2.025112	13.28458	0.296254	0.657658	1.07061	1.97548	10.82254
6380	-7288.637	-7231.271	-57.3661	1.776136	14.53903	0.265005	0.628881	1.06323	2.04289	10.22854
6390	-7290.812	-7231.869	-58.94278	2.389422	13.58	0.335716	0.690922	1.07726	1.89611	10.2721
6400	-7308.972	-7235.796	-73.17583	1.943201	15.48056	0.286399	0.648835	1.0685	1.99627	11.26813
6410	-7301.619	-7226.818	-74.80165	1.951567	13.71778	0.287424	0.649763	1.06873	1.99408	11.44148
6420	-7288.03	-7226.906	-61.12379	1.983335	15.15215	0.291277	0.65323	1.06957	1.98593	10.49345
6430	-7310.251	-7232.377	-77.87357	1.958179	13.24537	0.288231	0.650492	1.06891	1.99237	11.66263
6440	-7294.652	-7227.454	-67.19804	2.108461	14.28212	0.305887	0.666073	1.07248	1.95556	10.90356
6450	-7282.046	-7210.382	-71.66356	2.007296	15.37743	0.294144	0.655787	1.07017	1.9799	11.17671
6460	-7269.607	-7207.591	-62.01581	2.347152	13.39548	0.331469	0.68749	1.07667	1.90438	10.48133
6470	-7298.397	-7225.969	-72.4283	2.105049	15.20321	0.3055	0.665739	1.07241	1.95635	11.23672
6480	-7290.939	-7229.501	-61.4374	2.222449	17.75909	0.318457	0.67676	1.07468	1.93011	10.3806
6490	-7312.839	-7243.359	-69.48029	2.066636	14.86377	0.301101	0.661918	1.07157	1.96541	11.05498
6500	-7303.217	-7234.361	-68.85587	2.339685	13.30476	0.330711	0.686873	1.07656	1.90586	10.98603
6510	-7280.761	-7222.27	-58.49116	2.025317	14.68546	0.296278	0.657679	1.07061	1.97543	10.31103
6520	-7302.385	-7231.927	-70.45804	1.999756	14.0982	0.293246	0.654988	1.06998	1.98178	11.13163
6530	-7315.788	-7239.574	-76.21349	2.023571	13.5549	0.296072	0.657497	1.07057	1.97586	11.54365
6540	-7301.373	-7224.218	-77.1545	1.950118	12.95596	0.287247	0.649602	1.06869	1.99446	11.59758
6550	-7303.965	-7231.065	-72.89948	2.035404	16.1818	0.297465	0.658726	1.07085	1.97296	11.19486
6560	-7299.234	-7230.883	-68.35055	2.163738	12.70527	0.312067	0.671367	1.07359	1.94297	10.88983
6570	-7301.275	-7232.949	-68.32637	1.71778	14.21918	0.257091	0.621203	1.06101	2.0607	10.98205
6580	-7295.91	-7228.757	-67.15325	1.704114	14.32617	0.255203	0.619346	1.06046	2.065	10.9009
6590	-7319.455	-7238.517	-80.93748	1.642	12.82083	0.246449	0.610604	1.05778	2.08517	11.88533
6600	-7312.885	-7245.589	-67.29582	1.847531	14.97274	0.274369	0.637755	1.06566	2.02222	10.90572
6610	-7293.393	-7237.818	-55.57531	1.907956	12.99746	0.282034	0.644855	1.06751	2.00561	9.939265
6620	-7303.115	-7231.977	-71.13847	1.861439	12.75594	0.276154	0.639421	1.0661	2.01832	11.11457
6630	-7311.278	-7239.964	-71.31451	2.095136	14.26829	0.304373	0.664763	1.0722	1.95867	11.1919
6640	-7317.232	-7251.171	-66.06106	2.098358	13.29015	0.30474	0.665081	1.07227	1.95791	10.77473
6650	-7286.144	-7228.425	-57.71899	2.611586	15.35675	0.356787	0.70747	1.07979	1.85595	10.26988
6660	-7270.072	-7221.064	-49.00807	2.161771	16.90709	0.31185	0.671183	1.07356	1.94341	9.710463
6670	-7294.463	-7246.16	-48.30225	2.170754	14.55793	0.31284	0.672024	1.07373	1.94141	9.60676
6680	-7297.882	-7235.475	-62.40633	2.145928	13.44765	0.310093	0.669685	1.07325	1.94698	10.51547
6690	-7289.183	-7232.376	-56.80672	1.97193	14.23922	0.289901	0.651995	1.06927	1.98883	10.17323
6700	-7306.341	-7245.694	-60.64746	2.668484	14.73739	0.36187	0.711347	1.08031	1.84648	10.45887
6710	-7286.154	-7227.152	-59.00157	2.256751	15.41677	0.322111	0.679806	1.07526	1.92282	10.35305
6720	-7290.613	-7235.035	-55.5779	1.913887	16.11038	0.282774	0.645533	1.06768	2.00402	10.12599
6730	-7308.421	-7243.625	-64.79622	2.134207	14.56209	0.308785	0.668566	1.07301	1.94964	10.73978
6740	-7290.472	-7234.262	-56.21022	2.029049	15.83177	0.296718	0.658068	1.0707	1.97451	10.17024
6750	-7285.943	-7230.527	-55.4161	2.290035	13.63164	0.325601	0.682691	1.0758	1.91591	10.01854
6760	-7281.887	-7219.702	-62.18454	2.12893	16.49062	0.308194	0.668059	1.0729	1.95084	10.51627
6770	-7298.463	-7235.593	-62.86983	2.103053	14.27931	0.305273	0.665543	1.07237	1.95682	10.60042
6780	-7282.152	-7219.191	-62.96098	2.011108	14.22065	0.294597	0.65619	1.07027	1.97895	10.60477
6790	-7276.322	-7223.727	-52.59572	1.841949	16.99119	0.273649	0.637081	1.06548	2.02379	9.919574
6800	-7285.068	-7218.01	-67.05815	2.832507	14.30328	0.375874	0.721811	1.08155	1.82076	10.89402
6810	-7279.926	-7211.74	-68.18672	2.143889	15.43957	0.309866	0.669491	1.07321	1.94744	10.94779
6820	-7294.995	-7222.445	-72.54974	2.197832	13.22529	0.315799	0.674527	1.07423	1.93544	11.25962
6830	-7282.933	-7221.863	-61.0697	2.098163	13.41517	0.304718	0.665062	1.07226	1.95796	10.41275
6840	-7293.29	-7233.941	-59.34843	1.949998	15.38299	0.287232	0.649589	1.06869	1.99449	10.37582
6850	-7303.544	-7239.041	-64.50293	2.11381	13.80183	0.306492	0.666595	1.07259	1.95432	10.69565
6860	-7293.165	-7235.686	-57.47891	2.119032	14.97646	0.307081	0.667102	1.0727	1.95311	10.25014
6870	-7276.576	-7222.907	-53.669	2.077556	13.67407	0.30236	0.663015	1.07181	1.96281	9.895657
6880	-7293.608	-7238.412	-55.19558	2.044505	14.96773	0.29853	0.659664	1.07106	1.97074	10.09741
6890	-7293.157	-7240.986	-52.17161	2.007288	14.72724	0.294143	0.655786	1.07017	1.9799	9.88316
6900	-7280.532	-7231.768	-48.76401	1.944407	17.29395	0.286547	0.648969	1.06853	1.99595	9.685274
6910	-7273.147	-7220.418	-52.72901	2.225544	15.94858	0.318789	0.677037	1.07473	1.92944	9.950217
6920	-7294.883	-7235.79	-59.09268	2.215528	16.85207	0.317713	0.676136	1.07455	1.9316	10.3101
6930	-7286.991	-7236.888	-50.10278	2.225706	18.1924	0.318806	0.677052	1.07473	1.92941	9.71889
6940	-7273.504	-7234.485	-39.01832	2.081689	20.44521	0.302835	0.663428	1.07191	1.96183	9.003126
6950	-7320.648	-7252.537	-68.11142	1.984905	12.49829	0.291466	0.653399	1.06961	1.98553	10.84277
6960	-7294.979	-7238.009	-56.97059	1.886493	14.74168	0.279338	0.642374	1.06687	2.01142	10.20952
6970	-7301.004	-7236.002	-65.00165	2.151095	16.40347	0.310668	0.670176	1.07335	1.94581	10.69294
6980	-7305.976	-7242.867	-63.10887	1.938218	14.18044	0.285787	0.648279	1.06836	1.99757	10.61369
6990	-7282.029	-7221.983	-60.04602	2.120792	15.37732	0.30728	0.667273	1.07274	1.95271	10.42122
7000	-7284.506	-7225.488	-59.01819	1.676331	15.56243	0.251322	0.615498	1.05929	2.07389	10.35263
7010	-7289.784	-7226.964	-62.8193	2.293193	16.37943	0.32593	0.682962	1.07585	1.91526	10.56127
7020	-7288.139	-7226.868	-61.27143	1.914818	14.76576	0.28289	0.645639	1.0677	2.00377	10.50162
7030	-7291.17	-7226.669	-64.50106	1.724054	13.99144	0.257953	0.622048	1.06126	2.05874	10.70487
7040	-7287.746	-7229.908	-57.83817	1.968773	15.65136	0.289518	0.651651	1.06919	1.98964	10.27589
7050	-7262.51	-7214.442	-48.06749	2.110925	17.56395	0.306166	0.666314	1.07253	1.95499	9.635663
7060	-7270.695	-7228.223	-42.47214	1.985537	19.36461	0.291542	0.653467	1.06962	1.98537	9.243574
7070	-7287.735	-7233.586	-54.14926	2.437803	13.37908	0.340479	0.694732	1.07789	1.8869	9.891705
7080	-7290.232	-7238.718	-51.51385	2.63798	17.23526	0.35916	0.709285	1.08003	1.85152	9.846728
7090	-7283.983	-7234.113	-49.86952	2.148015	16.26471	0.310325	0.669884	1.07329	1.9465	9.771413
7100	-7293.199	-7235.802	-57.39626	2.324406	14.78401	0.32915	0.685601	1.07633	1.90892	10.23974
7110	-7303.561	-7245.152	-58.40987	2.185345	14.92218	0.314439	0.673379	1.074	1.93818	10.31137
7120	-7296.81	-7237.615	-59.19554	2.243784	15.25363	0.320736	0.678663	1.07504	1.92556	10.36635
7130	-7301.196	-7229.237	-71.95906	2.062493	13.41541	0.300622	0.661499	1.07148	1.9664	11.22448
7140	-7283.826	-7219.278	-64.54714	1.651091	14.11979	0.247748	0.611915	1.05819	2.08215	10.71313
7150	-7285.302	-7227.64	-57.66166	2.053406	16.21541	0.299568	0.660575	1.07127	1.96859	10.25213
7160	-7316.508	-7252.546	-63.96254	1.895461	15.76039	0.280468	0.643416	1.06714	2.00898	10.66293
7170	-7295.087	-7227.092	-67.99567	2.233975	15.04898	0.319691	0.677791	1.07488	1.92764	10.9503
7180	-7306.061	-7239.277	-66.78309	2.029602	16.64592	0.296783	0.658125	1.07071	1.97438	10.78321
7190	-7284.477	-7222.323	-62.15404	2.022492	16.13711	0.295945	0.657384	1.07054	1.97613	10.53294
7200	-7309.098	-7237.121	-71.9773	2.096969	12.32649	0.304581	0.664944	1.07224	1.95824	11.12951
7210	-7313.001	-7243.073	-69.92755	1.899353	15.64697	0.280957	0.643866	1.06725	2.00792	11.04858
7220	-7298.878	-7223.581	-75.29699	2.293357	12.63776	0.325947	0.682976	1.07585	1.91522	11.43085
7230	-7290.834	-7223.98	-66.85394	2.203175	14.74292	0.316378	0.675015	1.07433	1.93428	10.87995
7240	-7286.203	-7215.665	-70.53815	2.038205	15.78341	0.297793	0.659016	1.07092	1.97227	11.07859
7250	-7273.846	-7216.787	-57.05896	2.29374	15.24689	0.325986	0.683008	1.07586	1.91514	10.22622
7260	-7266.353	-7216.936	-49.41729	2.528389	15.65987	0.349132	0.701548	1.07894	1.87038	9.738053
7270	-7285.097	-7226.805	-58.29276	1.87007	15.93404	0.277255	0.640445	1.06637	2.01593	10.29944
7280	-7285.764	-7233.306	-52.45819	1.958236	16.29131	0.288238	0.650498	1.06891	1.99236	9.930181
7290	-7291.707	-7233.101	-58.60586	2.45707	15.23425	0.342348	0.696215	1.07812	1.88331	10.32765
7300	-7283.717	-7223.8	-59.91748	2.425209	13.57715	0.339249	0.693752	1.07773	1.88927	10.3436
7310	-7278.701	-7228.689	-50.01222	2.536968	16.66861	0.349934	0.702173	1.07904	1.86886	9.775284
7320	-7302.151	-7241.881	-60.26918	2.243007	14.42445	0.320654	0.678594	1.07503	1.92572	10.42433
7330	-7288.763	-7228.021	-60.74244	2.129117	13.75188	0.308215	0.668077	1.07291	1.9508	10.41933
7340	-7305.046	-7234.899	-70.14698	2.085614	14.85422	0.303285	0.66382	1.07199	1.9609	11.10014
7350	-7292.385	-7233.385	-58.99966	2.078519	15.59955	0.302471	0.663112	1.07184	1.96258	10.35092
7360	-7295.599	-7238.408	-57.19093	1.905908	17.01601	0.281778	0.64462	1.06745	2.00616	10.18868
7370	-7296.683	-7244.602	-52.08165	1.868049	15.29418	0.276998	0.640206	1.06631	2.01649	9.901143
7380	-7287.578	-7238.105	-49.47317	2.372201	15.54057	0.333995	0.689535	1.07702	1.89945	9.738713
