Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2430	-7298.743	-7236.852	-61.89049	1.942784	14.24145	0.286348	0.648788	1.06849	1.99637	10.53035
2440	-7293.552	-7231.369	-62.18332	1.934325	13.0747	0.285307	0.647843	1.06826	1.99859	10.45773
2450	-7292.294	-7229.965	-62.32914	2.153492	13.99978	0.310934	0.670403	1.0734	1.94527	10.55009
2460	-7272.691	-7213.157	-59.53398	2.19645	15.94947	0.315649	0.6744	1.07421	1.93574	10.37687
2470	-7300.038	-7236.049	-63.98929	1.954428	14.75216	0.287773	0.650078	1.06881	1.99334	10.68566
2480	-7280.857	-7224.485	-56.37137	1.821021	16.52138	0.270932	0.634524	1.06479	2.02975	10.16263
2490	-7284.922	-7224.375	-60.54703	2.269093	14.88399	0.323411	0.680884	1.07547	1.92024	10.45421
2500	-7277.569	-7225.985	-51.58386	1.901262	15.97125	0.281196	0.644086	1.06731	2.00741	9.878427
2510	-7287.291	-7229.434	-57.85699	2.040043	17.49232	0.298008	0.659205	1.07096	1.97183	10.19797
2520	-7285.232	-7228.918	-56.31474	1.855717	16.14734	0.275421	0.638738	1.06592	2.01992	10.17083
2530	-7280.569	-7230.28	-50.28962	1.916416	16.41951	0.283089	0.645821	1.06775	2.00334	9.795872
2540	-7293.021	-7236.223	-56.798	1.963083	15.83161	0.288828	0.65103	1.06904	1.9911	10.20737
2550	-7285.475	-7232.033	-53.44152	2.217711	16.6202	0.317948	0.676333	1.07459	1.93113	9.982498
2560	-7310.371	-7236.05	-74.32178	2.079629	14.32036	0.302598	0.663223	1.07186	1.96232	11.40143
2570	-7285.972	-7227.547	-58.42586	2.15458	16.16184	0.311054	0.670505	1.07342	1.94502	10.30109
2580	-7298.385	-7243.779	-54.60593	2.454891	16.54904	0.342138	0.696048	1.0781	1.88372	10.0549
2590	-7296.631	-7241.573	-55.05826	1.864734	13.6828	0.276575	0.639813	1.0662	2.01741	9.998258
2600	-7288.929	-7232.395	-56.53443	2.614188	15.6584	0.357022	0.70765	1.07981	1.85551	10.19255
2610	-7306.282	-7238.623	-67.65894	2.005208	15.10946	0.293896	0.655566	1.07012	1.98042	10.92612
2620	-7313.369	-7254.7	-58.66868	2.274459	14.86841	0.323974	0.681349	1.07555	1.91912	10.3277
2630	-7300.957	-7240.044	-60.9133	1.858951	13.56833	0.275836	0.639125	1.06602	2.01902	10.41613
2640	-7303.684	-7248.071	-55.61238	2.041942	14.6467	0.298231	0.659401	1.071	1.97136	10.11325
2650	-7287.473	-7228.205	-59.26738	2.210926	12.85796	0.317217	0.675719	1.07447	1.93259	10.2013
2660	-7276.902	-7219.614	-57.28832	1.883467	14.3499	0.278956	0.642021	1.06678	2.01224	10.21366
2670	-7289.368	-7233.012	-56.35586	2.073411	16.16112	0.301883	0.6626	1.07172	1.96379	10.17303
2680	-7310.873	-7241.419	-69.45367	2.200839	13.33648	0.316125	0.674802	1.07429	1.93478	11.033
2690	-7300.677	-7241.396	-59.28101	2.210019	17.36336	0.317119	0.675637	1.07445	1.93279	10.2886
2700	-7291.555	-7222.496	-69.05874	1.824814	14.74862	0.271426	0.634991	1.06492	2.02867	11.02938
2710	-7313.406	-7244.481	-68.92585	1.888696	14.2665	0.279616	0.642631	1.06694	2.01082	11.02448
2720	-7283.133	-7223.673	-59.45958	2.182899	15.80255	0.314172	0.673153	1.07396	1.93872	10.37621
2730	-7280.61	-7226.618	-53.99231	2.364139	18.69492	0.333185	0.688881	1.07691	1.90103	9.89498
2740	-7283.665	-7224.382	-59.28253	2.300534	15.89756	0.326691	0.683588	1.07597	1.91375	10.36258
2750	-7270.864	-7224.494	-46.37001	2.405832	14.09115	0.337343	0.692228	1.07747	1.89295	9.422143
2760	-7274.537	-7219.859	-54.67832	2.211607	18.88518	0.31729	0.675781	1.07448	1.93245	9.915926
2770	-7289.797	-7228.696	-61.10164	2.39353	14.23832	0.336124	0.69125	1.07731	1.89531	10.47482
2780	-7309.282	-7243.606	-65.6767	1.959921	14.33581	0.288443	0.650683	1.06895	1.99192	10.79799
2790	-7295.052	-7226.233	-68.81892	1.893971	13.84133	0.280281	0.643243	1.06709	2.00938	11.00962
2800	-7289.862	-7228.247	-61.61546	2.267316	13.76556	0.323224	0.680729	1.07544	1.92061	10.48382
2810	-7282.34	-7228.564	-53.77554	2.236656	16.5392	0.319977	0.67803	1.07492	1.92707	10.005
2820	-7277.411	-7229.149	-48.26118	2.288348	15.92064	0.325425	0.682547	1.07578	1.91625	9.669667
2830	-7331.095	-7250.707	-80.38817	1.941941	13.74493	0.286244	0.648694	1.06847	1.99659	11.84808
2840	-7297.34	-7244.179	-53.16125	2.065715	15.54945	0.300995	0.661825	1.07155	1.96563	9.976136
2850	-7288.026	-7232.71	-55.31522	2.48597	13.02455	0.345122	0.698406	1.07847	1.87801	9.923944
2860	-7283.753	-7235.761	-47.99171	2.110269	15.7808	0.306092	0.66625	1.07252	1.95514	9.650042
2870	-7293.077	-7233.119	-59.95789	1.915191	14.43282	0.282936	0.645681	1.06771	2.00367	10.40307
2880	-7300.755	-7234.462	-66.29292	2.197217	13.32561	0.315732	0.67447	1.07422	1.93557	10.79512
2890	-7295.489	-7234.53	-60.95922	1.628299	16.51608	0.244479	0.608606	1.05714	2.08977	10.4406
2900	-7296.35	-7229.195	-67.1552	1.943357	14.34542	0.286418	0.648852	1.06851	1.99622	10.90121
2910	-7303.794	-7228.516	-75.27773	1.994727	11.48431	0.292644	0.654452	1.06986	1.98305	11.25561
2920	-7291.263	-7226.907	-64.35626	2.477296	15.1189	0.344293	0.697753	1.07837	1.87959	10.70737
2930	-7287.916	-7228.97	-58.94598	2.015748	15.10199	0.295147	0.656678	1.07038	1.9778	10.34941
2940	-7273.955	-7229.291	-44.66389	2.638447	21.03507	0.359202	0.709317	1.08004	1.85144	9.231138
2950	-7290.512	-7233.764	-56.7484	2.441018	17.99556	0.340792	0.694981	1.07793	1.8863	10.09935
2960	-7266.306	-7221.407	-44.89844	2.265635	17.22361	0.323048	0.680583	1.07541	1.92096	9.463113
2970	-7271.249	-7229.888	-41.36024	2.292221	17.64045	0.325829	0.682878	1.07584	1.91546	9.252455
2980	-7274.196	-7225.556	-48.6402	2.571818	16.71703	0.353161	0.704678	1.0794	1.86276	9.692254
2990	-7280.57	-7225.914	-54.65599	2.207337	15.31498	0.316829	0.675394	1.07441	1.93337	10.0698
3000	-7306.841	-7233.971	-72.87059	2.137703	12.46061	0.309176	0.668901	1.07308	1.94884	11.21908
3010	-7275.577	-7215.864	-59.71311	1.922548	15.26162	0.28385	0.646516	1.06792	2.00171	10.40025
3020	-7274.754	-7222.2	-52.55352	2.129292	14.12274	0.308235	0.668094	1.07291	1.95076	9.863989
3030	-7275.512	-7220.059	-55.45316	2.53469	15.5553	0.349721	0.702007	1.07901	1.86926	10.12354
3040	-7276.673	-7219.877	-56.79602	2.134658	14.85436	0.308836	0.668609	1.07302	1.94953	10.20134
3050	-7295.669	-7232.715	-62.95454	2.270742	18.3362	0.323584	0.681027	1.07549	1.9199	10.41113
3060	-7294.559	-7236.827	-57.73195	1.931037	17.13786	0.284901	0.647474	1.06816	1.99946	10.21341
3070	-7303.143	-7235.848	-67.29497	2.014531	14.33238	0.295003	0.65655	1.07035	1.9781	10.91085
3080	-7301.599	-7235.712	-65.88722	2.177393	13.42381	0.313569	0.672642	1.07385	1.93993	10.77252
3090	-7312.116	-7244.177	-67.93854	2.067017	15.78823	0.301145	0.661956	1.07158	1.96532	10.91361
3100	-7280.31	-7222.113	-58.19688	2.03378	19.40053	0.297274	0.658558	1.07081	1.97336	10.052
3110	-7300.507	-7233.637	-66.86989	2.199734	18.90448	0.316005	0.674701	1.07427	1.93503	10.5592
3120	-7291.904	-7233.741	-58.16293	2.044541	16.08079	0.298534	0.659668	1.07107	1.97073	10.28733
3130	-7299.035	-7241.978	-57.05714	2.394186	17.08204	0.336189	0.691302	1.07732	1.89519	10.17719
3140	-7317.314	-7260.188	-57.12605	2.270809	15.46436	0.323591	0.681033	1.07549	1.91988	10.23138
3150	-7300.321	-7236.44	-63.88083	2.173594	14.42083	0.313152	0.672289	1.07378	1.94078	10.67464
3160	-7303.544	-7244.036	-59.50785	2.790057	16.68201	0.372339	0.719199	1.08126	1.8272	10.34424
3170	-7301.484	-7238.271	-63.21381	2.398645	12.88801	0.336632	0.691657	1.07738	1.89433	10.51241
3180	-7298.479	-7240.228	-58.25173	2.226645	14.06993	0.318907	0.677136	1.07475	1.92921	10.26389
3190	-7273.949	-7225.03	-48.91955	2.138146	15.88715	0.309226	0.668943	1.07309	1.94874	9.710573
3200	-7300.316	-7230.906	-69.4108	2.151956	12.62489	0.310763	0.670257	1.07337	1.94561	10.96348
3210	-7293.879	-7236.543	-57.3367	2.051572	15.42009	0.299354	0.660388	1.07123	1.96903	10.24506
3220	-7303.926	-7238.93	-64.99622	2.162537	16.56771	0.311934	0.671255	1.07357	1.94324	10.68144
3230	-7286.541	-7223.091	-63.45067	2.163791	15.21322	0.312073	0.671372	1.0736	1.94296	10.64604
3240	-7307.397	-7239.63	-67.76619	2.161855	14.29584	0.311859	0.671191	1.07356	1.94339	10.94346
3250	-7312.03	-7243.716	-68.31412	2.017316	13.56473	0.295333	0.656842	1.07042	1.97741	10.96139
3260	-7315.767	-7243.555	-72.21204	2.1296	13.59298	0.308269	0.668124	1.07292	1.95069	11.2496
3270	-7325.581	-7247.642	-77.93936	1.986243	13.08868	0.291627	0.653543	1.06964	1.98519	11.66329
3280	-7297.003	-7231.637	-65.36619	1.993302	13.22124	0.292474	0.6543	1.06982	1.98341	10.71607
3290	-7297.488	-7231.851	-65.63712	2.24515	14.86078	0.320881	0.678784	1.07507	1.92527	10.79646
3300	-7294.609	-7233.813	-60.79562	2.059959	14.29766	0.300329	0.661242	1.07142	1.96701	10.45594
3310	-7293.158	-7230.562	-62.59617	2.131132	14.32155	0.308441	0.668271	1.07295	1.95034	10.58266
3320	-7301.211	-7237.305	-63.90613	1.979263	16.00303	0.290787	0.65279	1.06946	1.98696	10.64841
3330	-7298.84	-7231.684	-67.15584	1.809848	13.9935	0.269469	0.63314	1.06441	2.03298	10.89467
3340	-7306.531	-7245.18	-61.35068	1.802488	15.56909	0.268501	0.632221	1.06416	2.03512	10.50236
3350	-7316.716	-7242.713	-74.00274	2.029948	12.91639	0.296824	0.658161	1.07072	1.97429	11.35158
3360	-7300.208	-7242.311	-57.8967	1.962051	15.39483	0.288702	0.650917	1.06901	1.99137	10.28143
3370	-7293.044	-7230.501	-62.54299	2.183322	15.0835	0.314218	0.673192	1.07397	1.93862	10.58774
3380	-7273.506	-7230.325	-43.18014	2.074536	15.5454	0.302013	0.662713	1.07175	1.96353	9.334027
3390	-7295.616	-7238.529	-57.08691	2.170076	15.93406	0.312765	0.671961	1.07372	1.94156	10.22376
3400	-7308.705	-7243.996	-64.70931	2.418513	14.07746	0.338592	0.693227	1.07764	1.89054	10.72313
3410	-7292.146	-7238.479	-53.66633	1.956319	16.61746	0.288004	0.650287	1.06886	1.99285	9.996108
3420	-7303.558	-7242.4	-61.15787	2.352137	18.223	0.331974	0.687899	1.07674	1.90339	10.32374
3430	-7308.93	-7248.819	-60.11131	2.17583	14.31577	0.313397	0.672497	1.07383	1.94028	10.4089
3440	-7303.836	-7242.571	-61.2644	2.160097	15.11365	0.311665	0.671025	1.07352	1.94379	10.50289
3450	-7293.295	-7237.352	-55.94292	2.097367	17.19706	0.304627	0.664984	1.07225	1.95814	10.10582
3460	-7308.302	-7248.983	-59.31911	2.116377	16.86693	0.306782	0.666845	1.07265	1.95373	10.32268
3470	-7284.976	-7225.412	-59.56413	2.1371	15.39685	0.309109	0.668843	1.07307	1.94898	10.38972
3480	-7274.143	-7224.61	-49.53387	2.140553	15.83485	0.309494	0.669173	1.07314	1.94819	9.748575
3490	-7283.843	-7223.246	-60.59716	1.984858	13.82921	0.29146	0.653394	1.06961	1.98554	10.41472
3500	-7277.128	-7231.526	-45.60214	2.281708	16.45846	0.324733	0.681976	1.07567	1.91762	9.510587
3510	-7283.533	-7228.146	-55.38703	1.776608	17.00056	0.265067	0.628942	1.06324	2.04275	10.08341
3520	-7297.996	-7237.81	-60.18565	2.03392	13.44582	0.29729	0.658573	1.07082	1.97332	10.35014
3530	-7296.139	-7227.766	-68.37227	1.882538	12.63777	0.278838	0.641912	1.06675	2.0125	10.88292
3540	-7281.87	-7231.518	-50.3519	2.246646	14.3991	0.32104	0.678916	1.07509	1.92495	9.734619
3550	-7273.207	-7212.475	-60.73184	2.148319	15.86801	0.310359	0.669912	1.07329	1.94643	10.4547
3560	-7282.983	-7218.888	-64.09543	1.993016	15.68847	0.29244	0.654269	1.06981	1.98348	10.67426
3570	-7304.624	-7237.045	-67.57932	1.951862	14.30834	0.28746	0.649795	1.06874	1.99401	10.9305
3580	-7315.972	-7246.649	-69.32264	2.171691	14.49555	0.312943	0.672111	1.07375	1.9412	11.05139
3590	-7281.162	-7221.446	-59.71551	1.725123	15.30315	0.2581	0.622191	1.0613	2.05841	10.40023
3600	-7299.65	-7239.469	-60.18098	2.040543	14.31907	0.298067	0.659257	1.07097	1.9717	10.41391
3610	-7303.535	-7222.775	-80.75986	1.938455	12.01739	0.285816	0.648305	1.06837	1.99751	11.81151
3620	-7267.776	-7207.857	-59.91927	2.365923	16.43556	0.333365	0.689026	1.07693	1.90068	10.38159
3630	-7275.246	-7217.807	-57.43966	2.134384	13.46225	0.308805	0.668583	1.07302	1.9496	10.14789
3640	-7265.159	-7207.384	-57.7743	2.067637	16.26308	0.301217	0.662019	1.07159	1.96517	10.25748
3650	-7281.627	-7231.435	-50.19204	2.322099	16.20761	0.328914	0.685408	1.0763	1.90938	9.791508
3660	-7301.904	-7238.731	-63.17261	2.232112	17.54891	0.319492	0.677625	1.07484	1.92804	10.49698
3670	-7279.275	-7217.207	-62.06855	2.344842	15.3115	0.331235	0.687299	1.07663	1.90483	10.55387
3680	-7284.961	-7221.393	-63.56789	1.89046	15.29966	0.279839	0.642836	1.06699	2.01034	10.65205
3690	-7285.556	-7222.87	-62.68531	2.19471	15.98817	0.31546	0.674241	1.07418	1.93612	10.57278
3700	-7281.869	-7235.125	-46.74377	2.376386	15.12081	0.334415	0.689874	1.07708	1.89863	9.542557
3710	-7284.961	-7228.854	-56.10763	2.237044	15.65497	0.320019	0.678065	1.07493	1.92699	10.16531
3720	-7289.837	-7234.293	-55.54395	2.202178	14.57414	0.316271	0.674924	1.07431	1.93449	10.10503
3730	-7293.722	-7236.619	-57.10251	2.094178	16.76374	0.304263	0.664669	1.07218	1.95889	10.19629
3740	-7283.852	-7223.574	-60.27748	1.938065	13.32159	0.285768	0.648262	1.06836	1.99761	10.34323
3750	-7301.172	-7233.841	-67.33098	2.34741	14.9106	0.331495	0.687511	1.07667	1.90433	10.90945
3760	-7298.277	-7239.067	-59.21008	2.209098	14.53406	0.317019	0.675553	1.07444	1.93299	10.35519
3770	-7287.746	-7226.994	-60.75228	1.909183	14.05186	0.282187	0.644995	1.06754	2.00528	10.44057
3780	-7289.261	-7227.129	-62.13199	2.309936	13.57634	0.327663	0.684385	1.07611	1.91184	10.50663
3790	-7283.199	-7220.335	-62.8636	2.103889	15.54491	0.305368	0.665625	1.07238	1.95662	10.60023
3800	-7273.646	-7223.541	-50.10457	2.042041	17.19767	0.298242	0.659411	1.07101	1.97134	9.766302
3810	-7293.472	-7242.858	-50.61383	2.429317	15.04781	0.339651	0.694072	1.07778	1.8885	9.795226
3820	-7286.518	-7233.8	-52.71791	2.047146	15.5398	0.298838	0.659935	1.07113	1.9701	9.947494
3830	-7283.573	-7239.826	-43.74687	2.361748	16.46542	0.332945	0.688686	1.07687	1.9015	9.39794
3840	-7281.318	-7225.354	-55.96362	2.1773	13.60439	0.313559	0.672634	1.07385	1.93995	10.05557
3850	-7277.306	-7224.457	-52.84956	2.407719	15.538	0.337529	0.692377	1.0775	1.89259	9.955942
3860	-7275.627	-7225.749	-49.87855	1.927575	17.09298	0.284473	0.647084	1.06807	2.00038	9.756606
3870	-7296.491	-7231.836	-64.65431	2.232277	13.64482	0.31951	0.67764	1.07485	1.928	10.69712
3880	-7289.545	-7235.037	-54.50836	2.290939	15.01797	0.325695	0.682769	1.07582	1.91572	10.05313
3890	-7283.638	-7223.09	-60.54806	2.437873	15.8563	0.340486	0.694737	1.07789	1.88689	10.44349
3900	-7273.945	-7221.972	-51.9732	1.949722	16.17972	0.287198	0.649558	1.06868	1.99456	9.901679
3910	-7274.221	-7225.933	-48.28848	1.89031	18.13485	0.27982	0.642818	1.06699	2.01038	9.622193
3920	-7280.298	-7229.823	-50.47533	2.055906	16.17438	0.299858	0.66083	1.07133	1.96798	9.809121
3930	-7279.573	-7231.022	-48.55132	2.184057	15.57343	0.314298	0.67326	1.07398	1.93846	9.680385
3940	-7267.256	-7215.316	-51.93961	2.08649	17.28746	0.303385	0.663907	1.07201	1.9607	9.869183
3950	-7290.664	-7233.042	-57.62194	1.9233	14.30879	0.283944	0.646602	1.06795	2.00151	10.23461
3960	-7289.886	-7224.014	-65.87289	2.205589	14.07615	0.31664	0.675235	1.07438	1.93375	10.80574
3970	-7286.866	-7228.24	-58.62669	2.051566	14.80397	0.299353	0.660387	1.07123	1.96903	10.32345
3980	-7305.702	-7244.093	-61.60925	2.374257	15.21514	0.334201	0.689702	1.07705	1.89905	10.52498
3990	-7289.065	-7230.073	-58.99181	2.630034	16.76272	0.358448	0.708742	1.07996	1.85285	10.30904
4000	-7303.93	-7245.302	-58.62764	2.045551	14.80477	0.298652	0.659772	1.07109	1.97049	10.32353
4010	-7290.6	-7229.206	-61.39482	2.138536	15.73003	0.309269	0.668981	1.0731	1.94865	10.50092
4020	-7287.027	-7222.74	-64.28636	1.984892	15.19085	0.291465	0.653397	1.06961	1.98553	10.70143
4030	-7263.168	-7212.193	-50.97453	1.995957	16.58576	0.292792	0.654583	1.06989	1.98274	9.834765
4040	-7288.374	-7225.698	-62.67589	2.286518	17.72715	0.325235	0.682389	1.07575	1.91663	10.45318
4050	-7276.597	-7227.88	-48.7171	1.83852	16.63427	0.273206	0.636665	1.06537	2.02476	9.698058
4060	-7267.985	-7212.96	-55.02465	2.126063	15.41399	0.307872	0.667783	1.07285	1.9515	10.09506
4070	-7285.82	-7230.61	-55.20918	2.345728	16.97733	0.331325	0.687372	1.07664	1.90466	10.07403
4080	-7292.457	-7225.857	-66.59944	2.169397	14.11468	0.31269	0.671897	1.0737	1.94171	10.85835
4090	-7282.934	-7221.118	-61.81521	2.138489	14.03648	0.309264	0.668976	1.0731	1.94866	10.51539
4100	-7277.455	-7218.324	-59.13112	1.851509	14.9882	0.274881	0.638234	1.06579	2.0211	10.36061
4110	-7275.883	-7230.152	-45.73089	1.925918	14.8737	0.284268	0.646897	1.06802	2.00081	9.457961
4120	-7279.827	-7232.282	-47.54419	2.255943	15.15205	0.322025	0.679735	1.07525	1.92299	9.597226
4130	-7290.208	-7236.802	-53.40619	2.263209	16.03838	0.322792	0.680371	1.07537	1.92147	9.991971
4140	-7285.698	-7234.506	-51.19236	2.028174	14.24778	0.296615	0.657977	1.07068	1.97473	9.77974
4150	-7279.478	-7231.923	-47.55434	2.026872	16.40211	0.296461	0.657841	1.07065	1.97505	9.629305
4160	-7284.33	-7230.073	-54.25682	2.010806	16.38022	0.294561	0.656158	1.07026	1.97902	10.0385
4170	-7287.207	-7232.017	-55.18955	2.263545	16.68139	0.322827	0.6804	1.07537	1.9214	10.0854
4180	-7269.21	-7215.959	-53.25066	2.095111	17.34283	0.30437	0.664761	1.0722	1.95867	9.942318
4190	-7285.829	-7224.134	-61.69451	2.044451	15.27273	0.298524	0.659659	1.07106	1.97075	10.52995
4200	-7309.938	-7238.021	-71.91718	2.230653	12.78923	0.319336	0.677495	1.07482	1.92835	11.17882
4210	-7295.197	-7230.518	-64.67889	2.136352	14.19081	0.309025	0.668772	1.07305	1.94915	10.72472
4220	-7302.102	-7233.841	-68.26152	1.800701	16.05409	0.268265	0.631997	1.0641	2.03564	10.91715
4230	-7310.171	-7239.854	-70.3164	1.964731	12.61267	0.289028	0.65121	1.06908	1.99068	11.03374
4240	-7294.45	-7229.904	-64.54576	2.348361	16.58816	0.331592	0.687589	1.07668	1.90414	10.65284
4250	-7291.044	-7234.834	-56.21011	2.422029	14.43697	0.338937	0.693503	1.07769	1.88987	10.14363
4260	-7278.675	-7222.927	-55.74709	1.806464	14.85934	0.269024	0.632718	1.0643	2.03396	10.1309
4270	-7289.467	-7237.371	-52.09626	2.185628	15.15502	0.31447	0.673405	1.07401	1.93812	9.897755
4280	-7300.167	-7235.64	-64.52735	1.759314	16.96858	0.262748	0.626709	1.06261	2.04793	10.62358
4290	-7275.421	-7219.821	-55.59918	2.208573	14.40085	0.316963	0.675506	1.07443	1.9331	10.09914
4300	-7290.643	-7235.454	-55.18874	2.609364	15.97638	0.356586	0.707316	1.07977	1.85633	10.10407
4310	-7306.353	-7238.022	-68.33065	2.094433	13.37402	0.304292	0.664694	1.07218	1.95883	10.95134
4320	-7294.106	-7239.646	-54.46071	2.330763	16.13919	0.329801	0.686132	1.07643	1.90764	10.05616
4330	-7321.974	-7258.506	-63.46802	1.871806	15.52303	0.277477	0.640651	1.06642	2.01545	10.63978
4340	-7316.426	-7252.03	-64.39595	2.066867	16.07681	0.301128	0.661941	1.07158	1.96535	10.67515
4350	-7312.005	-7254.064	-57.94175	1.860916	16.43116	0.276087	0.639359	1.06609	2.01847	10.26144
4360	-7284.551	-7228.131	-56.4202	2.096962	14.3965	0.304581	0.664944	1.07224	1.95824	10.15591
4370	-7291.968	-7242.306	-49.66181	2.500696	17.81585	0.346523	0.699506	1.07864	1.87534	9.71477
4380	-7290.041	-7238.25	-51.79123	1.930633	16.47737	0.284851	0.647429	1.06815	1.99957	9.886275
4390	-7300.571	-7235.243	-65.32751	2.297617	13.5887	0.326389	0.683339	1.07592	1.91435	10.74284
4400	-7295.23	-7240.418	-54.81222	1.944072	14.30022	0.286506	0.648932	1.06852	1.99604	10.03764
4410	-7269.857	-7218.574	-51.28311	2.446886	15.71645	0.341362	0.695433	1.078	1.88521	9.857938
4420	-7282.602	-7228.146	-54.45648	1.992535	16.4272	0.292382	0.654218	1.0698	1.9836	10.04944
4430	-7295.943	-7235.244	-60.69876	2.080678	16.85111	0.302719	0.663328	1.07188	1.96207	10.40546
4440	-7284.492	-7223.844	-60.6481	1.879941	14.87428	0.278509	0.641608	1.06667	2.01321	10.46089
4450	-7285.985	-7220.788	-65.19686	2.262893	15.97355	0.322759	0.680343	1.07536	1.92153	10.73065
4460	-7287.086	-7218.789	-68.29667	1.964251	14.67167	0.28897	0.651158	1.06907	1.9908	10.97893
4470	-7303.696	-7229.85	-73.84562	2.117372	14.2792	0.306894	0.666941	1.07267	1.9535	11.36907
4480	-7306.379	-7243.518	-62.86072	2.049329	13.33509	0.299093	0.660159	1.07118	1.96957	10.53851
4490	-7294.967	-7233.608	-61.35879	2.04797	15.30212	0.298934	0.66002	1.07114	1.9699	10.50763
4500	-7272.807	-7217.446	-55.3608	2.016806	16.25688	0.295273	0.656789	1.0704	1.97753	10.10923
4510	-7269.189	-7224.607	-44.58262	2.127084	17.6843	0.307987	0.667881	1.07287	1.95126	9.433836
4520	-7281.753	-7228.534	-53.21829	2.126228	16.16573	0.307891	0.667799	1.07285	1.95146	9.978826
4530	-7297.16	-7234.036	-63.12365	1.996952	15.01497	0.292911	0.654689	1.06991	1.98249	10.62682
4540	-7293.023	-7231.235	-61.78787	2.309708	17.59658	0.327639	0.684365	1.07611	1.91189	10.41412
4550	-7290.586	-7231.326	-59.2595	2.370717	14.48592	0.333847	0.689415	1.077	1.89974	10.3568
4560	-7284.777	-7218.905	-65.87259	1.860263	14.33675	0.276004	0.639281	1.06606	2.01865	10.81167
4570	-7299.464	-7238.741	-60.7229	1.993902	15.01066	0.292546	0.654364	1.06984	1.98325	10.46691
4580	-7295.31	-7241.063	-54.247	2.027211	15.04833	0.296501	0.657876	1.07066	1.97497	10.03668
4590	-7291.195	-7232.85	-58.34491	2.586754	14.55843	0.35453	0.705735	1.07955	1.86019	10.29662
4600	-7281.297	-7229.904	-51.3926	2.492537	17.18412	0.345748	0.698898	1.07854	1.87681	9.84173
4610	-7289.129	-7242.314	-46.81487	2.368136	16.56304	0.333587	0.689206	1.07696	1.90024	9.584064
4620	-7279.862	-7227.52	-52.34228	2.327017	17.77385	0.329418	0.68582	1.07637	1.90839	9.867629
4630	-7288.84	-7241.57	-47.27021	2.064748	16.90233	0.300883	0.661727	1.07153	1.96586	9.607754
4640	-7293.297	-7244.119	-49.17801	2.198902	18.08331	0.315915	0.674625	1.07425	1.93521	9.674039
4650	-7297.089	-7245.984	-51.10471	1.929995	17.87776	0.284772	0.647357	1.06813	1.99974	9.792385
4660	-7293.603	-7241.776	-51.82721	2.209859	14.9717	0.317101	0.675623	1.07445	1.93282	9.872554
4670	-7297.819	-7248.19	-49.62916	1.865618	16.95391	0.276688	0.639918	1.06623	2.01716	9.74599
4680	-7291.819	-7236.115	-55.70349	2.373722	17.66426	0.334148	0.689658	1.07704	1.89915	10.064
4690	-7303.756	-7251.372	-52.38393	2.553333	14.92759	0.351455	0.703356	1.07921	1.86598	9.907789
4700	-7308.032	-7249.429	-58.6034	2.112487	15.78161	0.306342	0.666466	1.07257	1.95463	10.32247
4710	-7291.859	-7236.483	-55.37507	2.011165	13.57169	0.294604	0.656196	1.07027	1.97893	10.00837
4720	-7304.182	-7249.988	-54.19376	2.003498	14.18426	0.293692	0.655385	1.07008	1.98085	9.985315
4730	-7291.438	-7230.93	-60.50802	2.184928	15.96843	0.314393	0.67334	1.074	1.93827	10.43729
4740	-7309.596	-7249.84	-59.75615	1.986638	18.79533	0.291674	0.653585	1.06965	1.98509	10.1936
4750	-7297.017	-7227.158	-69.85902	1.895756	14.85302	0.280505	0.64345	1.06715	2.0089	11.08079
4760	-7290.275	-7224.783	-65.49286	2.356778	14.45122	0.332443	0.68828	1.0768	1.90247	10.78677
4770	-7288.03	-7222.212	-65.81843	2.184139	14.72716	0.314307	0.673267	1.07398	1.93844	10.8098
4780	-7287.367	-7227.053	-60.31359	2.055923	13.92098	0.29986	0.660832	1.07133	1.96798	10.40087
4790	-7297.92	-7238.573	-59.3469	2.169926	14.3503	0.312749	0.671947	1.07371	1.94159	10.35713
4800	-7295.309	-7234.222	-61.08668	2.187293	14.45589	0.314652	0.673559	1.07404	1.93775	10.48202
4810	-7290.378	-7227.116	-63.2618	2.524147	14.26597	0.348734	0.701238	1.0789	1.87113	10.62744
4820	-7292.026	-7225.65	-66.37565	2.110788	15.01068	0.30615	0.6663	1.07253	1.95502	10.84349
4830	-7292.878	-7231.758	-61.12089	2.168109	15.79311	0.312549	0.671777	1.07368	1.942	10.48164
4840	-7300.78	-7231.605	-69.17536	2.271036	12.53604	0.323615	0.681052	1.0755	1.91984	10.93312
4850	-7281.17	-7224.467	-56.70311	2.062758	15.37961	0.300653	0.661525	1.07148	1.96634	10.20384
4860	-7276.715	-7225.765	-50.94983	1.913356	14.5521	0.282708	0.645472	1.06766	2.00416	9.788194
4870	-7302.706	-7234.965	-67.74092	2.278984	13.97311	0.324448	0.681741	1.07563	1.91819	10.93593
4880	-7282.652	-7220.122	-62.53003	1.6927	15.21069	0.253615	0.617777	1.05999	2.06862	10.58556
4890	-7296.068	-7240.621	-55.44731	1.998879	13.97292	0.293141	0.654894	1.06996	1.982	10.05611
4900	-7285.933	-7224.726	-61.20709	2.393139	15.25056	0.336085	0.691219	1.07731	1.89539	10.49825
