Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
236	0	-7273.282	-7218.8	-54.48152	2.054334	16.36066	0.299675	0.66067	1.07129	1.96836	10.05271
237	1	-7408.904	-7371.2	-37.70355	947373.9	18.76752	0.998694	0.999666	1.00033	1.00131	9.021256
238	0	-7295.477	-7222.081	-73.39643	1.911482	13.2303	0.282474	0.645258	1.06761	2.00466	11.32389
239	1	-7392.412	-7358.159	-34.25318	447249.8	18.34056	0.9981	0.999514	1.00048	1.0019	8.845781
240	0	-7317.994	-7253.411	-64.58352	2.150616	13.87302	0.310614	0.67013	1.07334	1.94592	10.70525
241	1	-7398.217	-7364.452	-33.76526	226987.2	16.6682	0.997333	0.999317	1.00068	1.00267	8.800564
242	0	-7275.683	-7221.313	-54.36988	1.739908	13.76806	0.26012	0.624162	1.06188	2.05384	9.957745
243	1	-7386.504	-7354.547	-31.95668	313616.2	16.71757	0.997731	0.999419	1.00058	1.00227	8.694282
244	0	-7289.234	-7221.914	-67.31977	1.983463	15.15131	0.291293	0.653244	1.06957	1.98589	10.90239
245	1	-7381.306	-7354.499	-26.80609	293733.5	17.02696	0.997656	0.9994	1.0006	1.00235	8.403565
246	0	-7298.727	-7230.861	-67.86593	2.034028	14.46187	0.297303	0.658584	1.07082	1.97329	10.95097
247	1	-7393.2	-7356.91	-36.29036	352265.4	18.38867	0.997859	0.999452	1.00055	1.00214	8.955836
248	0	-7311.424	-7231.051	-80.37263	1.691701	13.586	0.253476	0.617639	1.05994	2.06894	11.85005
249	1	-7387.035	-7353.66	-33.37474	221336	16.72877	0.997299	0.999309	1.00069	1.0027	8.77954
250	0	-7288.805	-7230.656	-58.14963	1.990873	17.47843	0.292183	0.65404	1.06976	1.98402	10.21566
251	1	-7363.413	-7335.583	-27.83014	123103.4	18.94645	0.99638	0.999072	1.00092	1.00363	8.493682
252	0	-7286.311	-7232.099	-54.21197	2.267099	16.90711	0.323202	0.68071	1.07543	1.92066	10.01826
253	1	-7365.108	-7328.166	-36.94253	362262	17.32695	0.997889	0.99946	1.00054	1.00211	9.001901
254	0	-7305.964	-7249.152	-56.81181	2.194647	17.07039	0.315453	0.674235	1.07418	1.93614	10.16347
255	1	-7374.076	-7343.013	-31.0626	870272.1	16.62808	0.998638	0.999652	1.00035	1.00136	8.636411
256	0	-7293.933	-7233.392	-60.54169	1.918218	14.56777	0.283313	0.646025	1.0678	2.00286	10.44778
257	1	-7370.852	-7343.779	-27.07284	690231.2	17.7289	0.99847	0.999609	1.00039	1.00153	8.444835
258	0	-7300.521	-7234.188	-66.33359	1.750337	16.0051	0.261535	0.625536	1.06227	2.05066	10.79997
259	1	-7363.893	-7333.729	-30.16444	646891	17.45785	0.99842	0.999596	1.0004	1.00158	8.614059
260	0	-7280.486	-7218.333	-62.15254	2.006367	15.63931	0.294034	0.655689	1.07015	1.98013	10.5519
261	1	-7372.372	-7343.578	-28.79403	265126.2	19.51185	0.997532	0.999368	1.00063	1.00247	8.533798
262	0	-7286.287	-7227.461	-58.82644	2.000644	14.18483	0.293352	0.655082	1.07001	1.98156	10.31196
263	1	-7396.344	-7358.511	-37.83328	897227.9	18.00776	0.998658	0.999657	1.00034	1.00134	9.048042
264	0	-7290.685	-7239.709	-50.97645	1.974177	14.83585	0.290173	0.652239	1.06933	1.98826	9.808523
265	1	-7372.472	-7338.821	-33.65152	721105.2	17.36354	0.998504	0.999617	1.00038	1.0015	8.812535
266	0	-7272.076	-7228.926	-43.14981	1.997949	17.62537	0.29303	0.654795	1.06994	1.98224	9.354264
267	1	-7385.378	-7343.187	-42.19085	975090.1	15.63047	0.998713	0.999671	1.00033	1.00129	9.275059
268	0	-7283.531	-7236.281	-47.24948	2.058302	16.19389	0.300136	0.661074	1.07138	1.96741	9.609845
269	1	-7380.593	-7345.671	-34.92223	862957.4	18.26094	0.998632	0.99965	1.00035	1.00137	8.883502
270	0	-7282.866	-7232.349	-50.5162	2.336691	17.3927	0.330406	0.686625	1.07651	1.90646	9.782599
271	1	-7392.703	-7359.518	-33.18536	745245.2	18.05997	0.998528	0.999624	1.00038	1.00147	8.789755
272	0	-7290.458	-7228.625	-61.83299	2.062082	16.92076	0.300575	0.661457	1.07147	1.9665	10.46809
273	1	-7364.752	-7330.93	-33.82176	832500.7	17.08209	0.998607	0.999644	1.00036	1.00139	8.816969
274	0	-7289.006	-7237.044	-51.96207	1.990928	14.68064	0.292189	0.654046	1.06976	1.984	9.866137
275	1	-7382.477	-7353.113	-29.36357	665051.5	20.20382	0.998442	0.999601	1.0004	1.00156	8.540571
276	0	-7297.701	-7234.586	-63.11548	2.032315	14.84298	0.297102	0.658407	1.07078	1.97371	10.62676
277	1	-7381.834	-7347.118	-34.71594	153431.6	18.03703	0.996757	0.999169	1.00083	1.00325	8.874702
278	0	-7295.038	-7232.664	-62.37362	1.843354	15.55389	0.273831	0.637251	1.06553	2.02339	10.56847
279	1	-7395.347	-7358.093	-37.25357	544251.8	17.87385	0.998278	0.999559	1.00044	1.00172	9.017662
280	0	-7306.207	-7239.858	-66.34877	2.583963	16.23062	0.354275	0.705538	1.07952	1.86067	10.78686
281	1	-7379.549	-7352.237	-27.31151	308109.4	18.47971	0.997711	0.999414	1.00058	1.00229	8.467881
282	0	-7293.57	-7233.663	-59.90697	1.879735	14.79506	0.278483	0.641584	1.06667	2.01327	10.40977
283	1	-7377.256	-7346.119	-31.1366	268636.9	18.00064	0.997549	0.999373	1.00063	1.00245	8.676139
284	0	-7277.938	-7225.693	-52.24503	2.208541	15.96066	0.316959	0.675503	1.07443	1.93311	9.919849
285	1	-7376.214	-7351.073	-25.14104	232095.1	17.7278	0.997363	0.999325	1.00067	1.00264	8.335837
286	0	-7289.488	-7230.78	-58.70822	2.205566	14.06577	0.316637	0.675233	1.07437	1.93376	10.29605
287	1	-7373.804	-7349.383	-24.4203	902846.7	17.99103	0.998663	0.999658	1.00034	1.00134	8.302787
288	0	-7296.026	-7225.121	-70.90456	2.002028	14.96712	0.293517	0.655229	1.07004	1.98121	11.14696
289	1	-7378.707	-7352.047	-26.66008	98473.65	17.95846	0.995952	0.998962	1.00103	1.00405	8.426684
290	0	-7282.059	-7221.469	-60.58996	1.920399	15.56509	0.283584	0.646273	1.06786	2.00228	10.45358
291	1	-7395.65	-7362.395	-33.2554	516739.6	17.31056	0.998232	0.999548	1.00045	1.00177	8.788813
292	0	-7288.047	-7225.181	-62.86565	2.02843	13.39159	0.296645	0.658003	1.07069	1.97467	10.5444
293	1	-7390.748	-7360.843	-29.90471	816784.5	18.90461	0.998594	0.99964	1.00036	1.00141	8.603834
294	0	-7284.832	-7225.558	-59.27426	2.094825	15.6387	0.304337	0.664733	1.07219	1.95874	10.36787
295	1	-7379.021	-7345.621	-33.40069	580012.8	16.85821	0.998331	0.999573	1.00043	1.00167	8.785745
296	0	-7285.735	-7234.52	-51.21527	2.349245	16.54949	0.331681	0.687662	1.0767	1.90396	9.850006
297	1	-7375.765	-7341.876	-33.88869	580385.7	17.45189	0.998332	0.999573	1.00043	1.00167	8.827321
298	0	-7309.932	-7247.886	-62.04636	1.889357	15.10772	0.2797	0.642708	1.06696	2.01064	10.55467
299	1	-7381.563	-7349.902	-31.66136	231076.6	19.09591	0.997357	0.999323	1.00067	1.00265	8.692517
300	0	-7297.727	-7241.62	-56.10671	2.02898	16.50002	0.29671	0.65806	1.0707	1.97453	10.14738
301	1	-7368.285	-7335.871	-32.41408	923508.8	17.66139	0.998678	0.999662	1.00034	1.00132	8.745525
302	0	-7286.786	-7219.884	-66.90199	1.859479	14.85467	0.275903	0.639188	1.06604	2.01887	10.88167
303	1	-7366.997	-7333.026	-33.97107	503726.8	20.70283	0.99821	0.999542	1.00046	1.00179	8.742188
304	0	-7292.395	-7230.754	-61.64164	2.002516	14.75767	0.293575	0.655281	1.07005	1.98109	10.52659
305	1	-7384.905	-7346.731	-38.17369	58029.38	15.98755	0.994728	0.998647	1.00134	1.00528	9.039636
306	0	-7298.355	-7236.824	-61.5312	2.092405	15.14266	0.304061	0.664493	1.07214	1.95931	10.52039
307	1	-7399.606	-7360.152	-39.4547	166996.8	18.8051	0.996891	0.999204	1.00079	1.00311	9.113076
308	0	-7318.088	-7246.856	-71.23121	2.049719	14.7667	0.299138	0.660199	1.07119	1.96948	11.1761
309	1	-7412.769	-7371.051	-41.71802	448816.2	18.18084	0.998103	0.999515	1.00048	1.0019	9.258381
310	0	-7306.442	-7242.109	-64.33322	2.341803	16.3103	0.330926	0.687048	1.07659	1.90544	10.65796
311	1	-7374.046	-7339.603	-34.44326	202680.8	16.32236	0.997178	0.999277	1.00072	1.00282	8.825996
312	0	-7295.974	-7242.491	-53.48377	2.052887	15.2792	0.299507	0.660522	1.07126	1.96871	9.992487
313	1	-7377.957	-7344.575	-33.38165	18189.41	18.25055	0.990591	0.997577	1.00239	1.00944	8.79924
314	0	-7293.894	-7246.327	-47.56702	2.07032	16.17179	0.301527	0.662289	1.07165	1.96453	9.629291
315	1	-7380.538	-7349.217	-31.32122	601762.4	18.53688	0.998362	0.999581	1.00042	1.00164	8.684286
316	0	-7295.578	-7241.082	-54.49654	2.846908	16.10952	0.37706	0.722683	1.08165	1.81861	10.05888
317	1	-7368.414	-7343.218	-25.19685	215046.1	18.05556	0.99726	0.999299	1.0007	1.00274	8.347333
318	0	-7268.836	-7219.069	-49.76658	2.005281	16.47216	0.293904	0.655574	1.07012	1.9804	9.763461
319	1	-7378.474	-7345.16	-33.3142	938171.2	20.0622	0.998688	0.999665	1.00033	1.00131	8.742739
320	0	-7256.793	-7206.801	-49.99226	2.337734	16.63789	0.330512	0.686711	1.07653	1.90625	9.774652
321	1	-7378.734	-7347.832	-30.902	938171.2	15.80705	0.998688	0.999665	1.00033	1.00131	8.569468
322	0	-7292.422	-7229.428	-62.99384	2.004381	14.01321	0.293797	0.655479	1.0701	1.98063	10.59823
323	1	-7368.996	-7338.583	-30.41272	938171.2	18.30674	0.998688	0.999665	1.00033	1.00131	8.636477
324	0	-7288.88	-7235.648	-53.23171	2.776774	14.77827	0.37122	0.718368	1.08117	1.82924	9.95776
325	1	-7375.648	-7344.598	-31.04963	493969.2	16.76586	0.998192	0.999537	1.00046	1.00181	8.642262
326	0	-7291.299	-7226.555	-64.74425	2.086918	15.02719	0.303434	0.663949	1.07202	1.9606	10.73457
327	1	-7383.393	-7352.289	-31.10451	374788.6	19.98103	0.997924	0.999469	1.00053	1.00208	8.635812
328	0	-7295.628	-7227.046	-68.58171	2.446483	14.66748	0.341323	0.695402	1.07799	1.88528	10.99842
329	1	-7387.144	-7356.215	-30.92856	534498.3	23.16773	0.998262	0.999555	1.00044	1.00174	8.441199
330	0	-7297.323	-7236.218	-61.10455	2.372808	14.65654	0.334056	0.689584	1.07703	1.89933	10.48842
331	1	-7380.647	-7353.527	-27.12049	580807.4	16.97512	0.998333	0.999573	1.00043	1.00167	8.419441
332	0	-7291.396	-7218.689	-72.70685	2.235033	13.45215	0.319804	0.677886	1.07489	1.92742	11.2816
333	1	-7374.2	-7349.856	-24.34393	980820.8	18.51147	0.998717	0.999672	1.00033	1.00128	8.307634
334	0	-7316.708	-7242.202	-74.50599	1.739656	13.71923	0.260085	0.624128	1.06187	2.05392	11.41993
335	1	-7369.807	-7334.039	-35.76748	176465.8	18.9915	0.996976	0.999226	1.00077	1.00303	8.911134
336	0	-7272.59	-7214.381	-58.20959	2.363414	12.93028	0.333112	0.688822	1.0769	1.90117	10.13115
337	1	-7379.741	-7351.398	-28.34296	707684.9	20.40478	0.998489	0.999614	1.00039	1.00151	8.482563
338	0	-7289.828	-7231.665	-58.16311	2.188386	16.52732	0.314771	0.673659	1.07406	1.93751	10.27081
339	1	-7380.085	-7348.047	-32.03808	697666.1	17.74251	0.998479	0.999611	1.00039	1.00152	8.725016
340	0	-7285.747	-7230.218	-55.52961	1.83199	15.4853	0.27236	0.63587	1.06515	2.02662	10.12825
341	1	-7378.783	-7347.446	-31.33662	125160.8	15.83383	0.996409	0.99908	1.00092	1.0036	8.599297
342	0	-7284.643	-7227.478	-57.16493	2.153325	15.12691	0.310915	0.670387	1.07339	1.94531	10.23184
343	1	-7388.289	-7358.936	-29.35263	678488.3	19.22516	0.998457	0.999605	1.00039	1.00154	8.569135
344	0	-7281.937	-7226.032	-55.90546	2.404777	14.69724	0.337239	0.692144	1.07746	1.89316	10.13546
345	1	-7389.313	-7357.19	-32.12272	775528.6	17.94421	0.998557	0.999631	1.00037	1.00144	8.730836
346	0	-7311.95	-7241.817	-70.13238	2.065884	14.61321	0.301015	0.661842	1.07155	1.96559	11.10528
347	1	-7387.738	-7356.759	-30.97813	315082.9	15.65352	0.997736	0.999421	1.00058	1.00227	8.559957
348	0	-7288.285	-7230.268	-58.01674	1.763747	15.49527	0.263344	0.627284	1.06277	2.0466	10.2888
349	1	-7367.021	-7336.966	-30.05512	837575.2	18.28807	0.998611	0.999645	1.00035	1.00139	8.616961
350	0	-7295.122	-7237.358	-57.76428	2.047913	16.10251	0.298928	0.660014	1.07114	1.96991	10.26193
351	1	-7374.182	-7344.275	-29.90648	359377.7	17.78539	0.99788	0.999458	1.00054	1.00212	8.605499
352	0	-7320.245	-7254.733	-65.51291	2.459318	18.33522	0.342565	0.696387	1.07815	1.8829	10.55076
353	1	-7374.621	-7343.409	-31.21191	821282	18.31267	0.998598	0.999641	1.00036	1.0014	8.680104
354	0	-7300.234	-7228.34	-71.89465	1.895118	12.63595	0.280425	0.643376	1.06713	2.00907	11.16144
355	1	-7385.963	-7348.558	-37.40545	418152.7	15.9229	0.998035	0.999497	1.0005	1.00197	8.987933
356	0	-7302.182	-7238.226	-63.95546	2.431034	16.23829	0.339819	0.694206	1.0778	1.88817	10.63897
357	1	-7373.053	-7337.691	-35.36169	416156.1	17.68733	0.99803	0.999496	1.0005	1.00197	8.912416
358	0	-7285.861	-7221.717	-64.14407	2.073905	16.03136	0.30194	0.662649	1.07173	1.96368	10.66184
359	1	-7392.468	-7356.849	-35.61886	15005.29	17.00565	0.989642	0.997331	1.00263	1.0104	8.920716
360	0	-7292.631	-7234.341	-58.28979	2.093092	16.79923	0.304139	0.664561	1.07215	1.95915	10.26527
361	1	-7376.855	-7344.913	-31.94128	792400.8	16.25205	0.998572	0.999635	1.00036	1.00143	8.66833
362	0	-7286.274	-7230.201	-56.07341	2.105036	15.86736	0.305499	0.665738	1.07241	1.95636	10.16114
363	1	-7379.276	-7343.025	-36.25034	996426.3	15.75427	0.998727	0.999674	1.00032	1.00127	8.904153
364	0	-7288.942	-7227.787	-61.15509	2.157601	13.88722	0.311389	0.67079	1.07348	1.94435	10.45909
365	1	-7379.511	-7352.657	-26.85405	18652.96	18.23966	0.990708	0.997608	1.00236	1.00932	8.441465
366	0	-7293.198	-7232.856	-60.34185	1.849224	13.59356	0.274587	0.637959	1.06571	2.02174	10.37639
367	1	-7391.774	-7357.161	-34.61282	74019.83	18.13682	0.995332	0.998803	1.00119	1.00468	8.868063
368	0	-7290.115	-7235.571	-54.54428	1.94682	14.82694	0.286843	0.649237	1.0686	1.99532	10.04865
369	1	-7356.781	-7332.043	-24.73816	33321.7	19.01138	0.993045	0.998213	1.00177	1.00697	8.330324
370	0	-7300.729	-7240.625	-60.10476	2.066626	15.99235	0.3011	0.661917	1.07157	1.96541	10.41123
371	1	-7375.494	-7332.446	-43.04803	590786.3	17.95015	0.998347	0.999577	1.00042	1.00165	9.339496
372	0	-7305.345	-7237.515	-67.82952	1.784882	16.46794	0.26617	0.629998	1.06354	2.04029	10.86036
373	1	-7377.925	-7343.873	-34.05261	363509.6	16.24407	0.997893	0.999461	1.00054	1.00211	8.797794
374	0	-7278.469	-7214.561	-63.908	2.160823	15.33062	0.311745	0.671094	1.07354	1.94362	10.67355
375	1	-7380.083	-7345.535	-34.54856	658763.5	19.28983	0.998434	0.9996	1.0004	1.00157	8.837126
376	0	-7276.271	-7223.322	-52.94924	2.459632	15.66451	0.342596	0.696411	1.07815	1.88284	9.963629
377	1	-7389.507	-7364.119	-25.38769	746638.5	18.1639	0.998529	0.999624	1.00038	1.00147	8.359885
378	0	-7282.159	-7230.217	-51.94205	2.623419	15.60169	0.357854	0.708287	1.0799	1.85396	9.898528
379	1	-7420.363	-7387.704	-32.65906	977585.3	18.87669	0.998715	0.999671	1.00033	1.00129	8.750162
380	0	-7287.229	-7220.73	-66.49879	1.888083	12.13785	0.279539	0.642559	1.06692	2.01098	10.64967
381	1	-7377.124	-7346.619	-30.50546	224540	18.4723	0.997319	0.999314	1.00068	1.00268	8.640767
382	0	-7286.315	-7227.426	-58.88932	1.997874	15.29041	0.293021	0.654787	1.06994	1.98226	10.34626
383	1	-7395.749	-7364.756	-30.99276	228705.1	18.22259	0.997343	0.99932	1.00068	1.00266	8.668407
384	0	-7291.075	-7231.589	-59.4856	1.939314	15.22677	0.285921	0.648401	1.06839	1.99728	10.3854
385	1	-7389.187	-7363.338	-25.84937	352709.1	18.42042	0.997861	0.999453	1.00055	1.00214	8.388317
386	0	-7296.782	-7232.255	-64.52671	1.921278	16.17447	0.283693	0.646373	1.06789	2.00205	10.67786
387	1	-7384.65	-7355.289	-29.36167	606045.9	18.5432	0.998368	0.999582	1.00042	1.00163	8.578543
388	0	-7299.498	-7227.108	-72.38947	2.013475	12.57855	0.294878	0.656439	1.07032	1.97836	11.19434
389	1	-7384.157	-7349.739	-34.41857	844007.6	17.87418	0.998617	0.999646	1.00035	1.00138	8.85905
390	0	-7304.433	-7237.445	-66.98867	1.831873	13.95055	0.272344	0.635855	1.06515	2.02665	10.88137
391	1	-7383.245	-7357.563	-25.68206	397191	19.11449	0.997984	0.999484	1.00051	1.00202	8.379249
392	0	-7292.218	-7228.923	-63.29516	2.518863	14.09697	0.348238	0.70085	1.07884	1.87207	10.62351
393	1	-7379.603	-7349.276	-30.32714	700325.6	18.15352	0.998481	0.999612	1.00039	1.00152	8.631803
394	0	-7305.369	-7244.98	-60.38891	1.913078	15.6062	0.282673	0.64544	1.06765	2.00423	10.43984
395	1	-7385.185	-7352.966	-32.21921	189698	16.03791	0.997083	0.999253	1.00074	1.00292	8.67092
396	0	-7316.883	-7246.182	-70.70021	1.950309	16.11025	0.28727	0.649623	1.06869	1.99441	11.06467
397	1	-7382.718	-7348.887	-33.83116	804819.6	18.02547	0.998583	0.999638	1.00036	1.00142	8.82571
398	0	-7291.543	-7224.722	-66.82077	1.838163	13.79827	0.27316	0.636622	1.06536	2.02486	10.86343
399	1	-7385.115	-7353.324	-31.79068	995664.8	15.44714	0.998726	0.999674	1.00033	1.00127	8.591266
400	0	-7296.615	-7227.806	-68.80865	2.245615	15.28754	0.320931	0.678825	1.07507	1.92517	10.99512
401	1	-7388.641	-7357.176	-31.46494	87243.79	17.93618	0.9957	0.998898	1.0011	1.00431	8.694143
402	0	-7302.314	-7233.741	-68.57361	1.777296	14.20919	0.265159	0.62903	1.06327	2.04254	10.99935
403	1	-7358.982	-7329.659	-29.32297	92702.25	19.37776	0.995828	0.998931	1.00106	1.00418	8.564235
404	0	-7302.233	-7238.684	-63.54928	1.8511	14.25179	0.274828	0.638184	1.06577	2.02121	10.64715
405	1	-7374.182	-7344.485	-29.69669	809545.5	19.07115	0.998588	0.999639	1.00036	1.00141	8.590091
406	0	-7316.085	-7243.66	-72.42593	2.052878	16.19908	0.299506	0.660521	1.07126	1.96871	11.16408
407	1	-7385.49	-7347.899	-37.59147	278506.4	19.1901	0.997592	0.999384	1.00061	1.00241	8.99917
408	0	-7301.162	-7232.799	-68.36223	2.433367	13.73154	0.340047	0.694387	1.07783	1.88774	10.97261
409	1	-7379.924	-7351.843	-28.08095	874423.2	17.57768	0.998641	0.999652	1.00035	1.00136	8.498097
410	0	-7306.345	-7233.845	-72.49984	2.162184	13.95114	0.311895	0.671222	1.07356	1.94332	11.27642
411	1	-7395.3	-7361.401	-33.89841	127255	21.37452	0.996439	0.999088	1.00091	1.00357	8.698284
412	0	-7293.321	-7227.811	-65.51022	2.549987	15.72468	0.351145	0.703115	1.07917	1.86657	10.7628
413	1	-7393.665	-7362.592	-31.07236	790970.6	18.11663	0.998571	0.999635	1.00036	1.00143	8.672844
414	0	-7301.752	-7235.806	-65.94669	2.153217	15.60616	0.310903	0.670376	1.07339	1.94533	10.79597
415	1	-7377.106	-7346.582	-30.52379	30820.15	16.56329	0.992769	0.998141	1.00184	1.00725	8.600498
416	0	-7281.305	-7228.314	-52.99125	2.229456	15.81303	0.319208	0.677388	1.0748	1.92861	9.966904
417	1	-7366.08	-7339.118	-26.96136	371962.6	18.66875	0.997917	0.999467	1.00053	1.00208	8.449126
418	0	-7260.871	-7216.993	-43.8779	2.620287	14.99362	0.357572	0.708071	1.07987	1.85449	9.343358
419	1	-7396.539	-7360.131	-36.40824	555066.6	16.69979	0.998294	0.999564	1.00044	1.00171	8.960056
420	0	-7272.615	-7218.548	-54.06672	2.122613	14.45399	0.307484	0.667449	1.07278	1.95229	9.996282
421	1	-7379.391	-7353.115	-26.27661	397886.3	19.69869	0.997986	0.999485	1.00051	1.00202	8.401054
422	0	-7271.286	-7221.848	-49.43846	2.465858	16.4314	0.343196	0.696886	1.07823	1.88169	9.743931
423	1	-7386.43	-7354.446	-31.98396	104004.1	16.36462	0.996061	0.998991	1.001	1.00394	8.677845
424	0	-7291.006	-7227.329	-63.67737	1.997375	14.8503	0.292961	0.654734	1.06992	1.98238	10.6646
425	1	-7373.431	-7341.623	-31.8082	260120.4	18.43805	0.997509	0.999362	1.00064	1.00249	8.711639
426	0	-7302.941	-7232.083	-70.85808	2.035354	12.97988	0.297459	0.658721	1.07085	1.97297	11.11363
427	1	-7369.533	-7342.84	-26.69317	973298.1	18.55822	0.998712	0.999671	1.00033	1.00129	8.434672
428	0	-7290.826	-7230.426	-60.39959	2.006348	18.26367	0.294031	0.655687	1.07015	1.98013	10.27844
429	1	-7384.515	-7355.792	-28.72324	290356	17.58697	0.997642	0.999397	1.0006	1.00236	8.53486
430	0	-7299.478	-7237.8	-61.67885	1.914669	13.97712	0.282871	0.645622	1.0677	2.00381	10.50233
431	1	-7382.352	-7347.353	-34.99953	763656.4	17.66954	0.998546	0.999628	1.00037	1.00145	8.891925
432	0	-7300.377	-7235.163	-65.21436	2.20119	17.05305	0.316163	0.674834	1.0743	1.93471	10.65714
433	1	-7402.725	-7361.306	-41.41902	612795.6	18.40835	0.998377	0.999585	1.00041	1.00162	9.234008
434	0	-7293.458	-7227.515	-65.94202	2.340673	15.43718	0.330811	0.686955	1.07657	1.90566	10.80249
435	1	-7379.88	-7351.653	-28.22694	541483.2	18.86608	0.998273	0.999558	1.00044	1.00173	8.515472
436	0	-7295.448	-7228.032	-67.41541	1.987893	14.09477	0.291825	0.65372	1.06968	1.98477	10.91574
437	1	-7381.082	-7348.229	-32.85308	835070.1	17.16491	0.998609	0.999644	1.00035	1.00139	8.762394
438	0	-7310.393	-7240.047	-70.34604	2.336719	14.6788	0.330409	0.686627	1.07651	1.90645	11.11844
439	1	-7383.056	-7354.168	-28.88713	120936.1	18.46217	0.996347	0.999064	1.00093	1.00366	8.553178
440	0	-7282.294	-7221.991	-60.3026	2.433449	14.13878	0.340055	0.694394	1.07783	1.88772	10.41357
441	1	-7381.365	-7341.788	-39.57703	8080.304	17.13168	0.985895	0.996353	1.00358	1.01418	9.154054
442	0	-7332.718	-7261.308	-71.41018	2.762167	14.63206	0.369983	0.717447	1.08106	1.83151	11.19223
443	1	-7378.49	-7342.234	-36.25565	493855.3	17.80044	0.998192	0.999537	1.00046	1.00181	8.962391
444	0	-7319.697	-7240.938	-78.75846	1.839061	11.21772	0.273276	0.636731	1.06539	2.02461	11.50105
445	1	-7395.667	-7353.071	-42.59597	550540.7	14.38679	0.998287	0.999562	1.00044	1.00171	9.194448
446	0	-7322.313	-7244.868	-77.44503	1.925908	14.0351	0.284267	0.646896	1.06802	2.00082	11.62894
447	1	-7355.894	-7332.318	-23.5756	96663.58	19.44481	0.995915	0.998953	1.00104	1.00409	8.267041
448	0	-7303.184	-7240.665	-62.51921	2.067484	14.5406	0.301199	0.662003	1.07159	1.96521	10.583
449	1	-7379.941	-7340.636	-39.30509	434735.3	16.60181	0.998073	0.999507	1.00049	1.00193	9.131541
450	0	-7312.011	-7240.683	-71.32755	1.832995	13.72148	0.27249	0.635992	1.06519	2.02633	11.18831
451	1	-7374.894	-7341.117	-33.77715	303242.8	19.03873	0.997693	0.999409	1.00059	1.00231	8.804995
452	0	-7294.49	-7230.994	-63.49587	2.024172	15.05917	0.296143	0.65756	1.07058	1.97571	10.65118
453	1	-7370.501	-7341.009	-29.49195	783348.2	21.44195	0.998564	0.999633	1.00037	1.00144	8.488444
454	0	-7301.594	-7237.273	-64.32094	1.967433	14.00867	0.289356	0.651505	1.06915	1.98999	10.69274
455	1	-7356.466	-7329.972	-26.49448	222395.3	18.2617	0.997306	0.99931	1.00069	1.0027	8.421992
456	0	-7277.431	-7222.449	-54.98193	1.999385	14.50778	0.293201	0.654948	1.06997	1.98188	10.06278
457	1	-7372.253	-7341.177	-31.0759	521462.2	19.22624	0.99824	0.99955	1.00045	1.00176	8.658744
458	0	-7283.992	-7234.404	-49.58865	2.230328	14.84348	0.319301	0.677466	1.07481	1.92842	9.715459
459	1	-7366.85	-7338.993	-27.85656	405895.1	22.63272	0.998006	0.99949	1.00051	1.002	8.343534
460	0	-7283.431	-7235.746	-47.68514	1.85023	15.18767	0.274716	0.63808	1.06575	2.02146	9.60842
461	1	-7362.853	-7335.57	-27.28318	882271.6	17.91309	0.998647	0.999654	1.00035	1.00135	8.460582
462	0	-7287.642	-7234.296	-53.34651	2.289303	13.7313	0.325525	0.682629	1.07579	1.91606	9.879064
463	1	-7317.042	-7284.14	-32.90133	11.77717	19.60664	0.657687	0.882786	1.06896	1.39057	8.740855
464	0	-7281.186	-7229.427	-51.75909	2.669179	17.12458	0.361931	0.711393	1.08031	1.84636	9.865413
465	1	-7268.333	-7228.975	-39.35847	2.46836	16.59414	0.343436	0.697076	1.07826	1.88123	9.134588
466	0	-7279.904	-7223.23	-56.67372	2.032599	15.66205	0.297135	0.658436	1.07078	1.97364	10.20141
467	1	-7281.619	-7232.893	-48.72651	2.735812	18.20509	0.367732	0.715765	1.08086	1.83564	9.642545
468	0	-7277.363	-7227.34	-50.02283	2.096741	16.72068	0.304556	0.664922	1.07223	1.95829	9.774886
