Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2490	-7304.934	-7242.693	-62.24126	2.327171	18.23661	0.329434	0.685833	1.07637	1.90836	10.38188
2500	-7322.452	-7258.402	-64.04964	2.238599	13.03207	0.320184	0.678203	1.07496	1.92666	10.59546
2510	-7293.041	-7231.291	-61.7502	1.945178	15.03669	0.286642	0.649054	1.06856	1.99575	10.53532
2520	-7304.199	-7233.303	-70.8963	2.066621	15.91511	0.3011	0.661916	1.07157	1.96541	11.09182
2530	-7303.326	-7236.036	-67.28944	1.968634	14.09848	0.289502	0.651636	1.06918	1.98968	10.90689
2540	-7302.333	-7233.125	-69.20807	2.005392	15.46474	0.293917	0.655586	1.07012	1.98037	11.01265
2550	-7324.203	-7260.968	-63.23507	1.852831	15.26021	0.275051	0.638392	1.06583	2.02073	10.63105
2560	-7295.589	-7226.555	-69.03372	1.902312	14.46969	0.281328	0.644207	1.06734	2.00712	11.03167
2570	-7299.41	-7228.667	-70.74291	2.12096	12.76041	0.307298	0.667289	1.07274	1.95267	11.08403
2580	-7291.729	-7223.88	-67.84952	2.018531	13.59715	0.295477	0.65697	1.07045	1.97711	10.92888
2590	-7282.191	-7218.271	-63.91989	1.980283	15.4917	0.29091	0.6529	1.06949	1.9867	10.66988
2600	-7271.591	-7215.907	-55.68365	1.956063	16.40507	0.287973	0.650259	1.06885	1.99292	10.12484
2610	-7269.661	-7220.64	-49.02058	2.105488	15.866	0.30555	0.665782	1.07242	1.95625	9.716634
2620	-7291.067	-7227.442	-63.6248	2.232317	16.81262	0.319514	0.677643	1.07485	1.928	10.58188
2630	-7288.07	-7233.356	-54.71422	1.959079	13.8137	0.288341	0.65059	1.06893	1.99214	9.987685
2640	-7306.66	-7236.071	-70.5893	2.175137	16.2337	0.313321	0.672432	1.07381	1.94043	11.04788
2650	-7297.104	-7238.37	-58.73392	2.221884	15.46284	0.318396	0.676709	1.07467	1.93023	10.33537
2660	-7274.892	-7224.063	-50.82927	1.992357	15.12195	0.292361	0.654199	1.0698	1.98364	9.812795
2670	-7294.705	-7227.027	-67.67778	2.164825	12.71598	0.312187	0.671469	1.07362	1.94273	10.83825
2680	-7296.835	-7233.106	-63.72823	2.045016	15.16904	0.29859	0.659717	1.07108	1.97062	10.66506
2690	-7283.433	-7220	-63.43254	1.952733	13.57035	0.287566	0.649891	1.06876	1.99378	10.60196
2700	-7319.648	-7250.44	-69.20796	2.542752	12.16187	0.350473	0.702593	1.0791	1.86784	10.87717
2710	-7297.752	-7236.857	-60.8956	2.18987	13.57241	0.314933	0.673796	1.07409	1.93718	10.4152
2720	-7294.522	-7232.003	-62.5196	2.304864	14.23796	0.327139	0.683955	1.07603	1.91287	10.57439
2730	-7294.556	-7230.633	-63.92239	2.211141	16.29831	0.31724	0.675739	1.07447	1.93255	10.63347
2740	-7281.97	-7221.293	-60.67662	2.30652	13.26286	0.32731	0.684096	1.07606	1.91253	10.36638
2750	-7287.756	-7227.571	-60.18588	2.304149	17.11194	0.327065	0.683895	1.07602	1.91302	10.35835
2760	-7293.38	-7238.872	-54.5079	2.242793	14.09426	0.320631	0.678575	1.07503	1.92577	9.999931
2770	-7287.05	-7229.612	-57.43824	1.943785	15.59302	0.286471	0.6489	1.06852	1.99611	10.25088
2780	-7274.396	-7226.705	-47.69149	2.034527	16.26363	0.297362	0.658636	1.07083	1.97317	9.637498
2790	-7283.497	-7218.891	-64.60633	2.082579	14.50248	0.302937	0.663517	1.07193	1.96162	10.72612
2800	-7291.814	-7226.164	-65.6499	1.865536	15.28594	0.276677	0.639908	1.06623	2.01718	10.78854
2810	-7292.12	-7236.487	-55.63265	2.109981	16.67787	0.306059	0.666221	1.07251	1.95521	10.11211
2820	-7290.224	-7238.529	-51.69498	2.091235	16.47561	0.303927	0.664377	1.07211	1.95958	9.880467
2830	-7295.218	-7230.587	-64.63132	1.993712	15.12438	0.292523	0.654343	1.06983	1.9833	10.72547
2840	-7283.628	-7224.131	-59.49738	2.030284	15.08551	0.296863	0.658196	1.07073	1.97421	10.38583
2850	-7300.242	-7231.476	-68.76646	2.167632	14.30871	0.312496	0.671732	1.07367	1.9421	11.01347
2860	-7275.901	-7220.633	-55.26742	2.480745	16.81941	0.344623	0.698013	1.07841	1.87896	10.08451
2870	-7281.123	-7218.982	-62.14079	1.948273	13.18988	0.287021	0.649398	1.06864	1.99494	10.4685
2880	-7304.169	-7240.289	-63.87961	2.076625	14.81018	0.302253	0.662922	1.07179	1.96303	10.67828
2890	-7291.727	-7222.883	-68.84418	2.118161	14.05705	0.306983	0.667018	1.07268	1.95332	11.01652
2900	-7307.61	-7237.778	-69.83127	1.855498	15.36298	0.275393	0.638712	1.06591	2.01998	11.05829
2910	-7295.502	-7227.674	-67.82833	2.009135	14.55538	0.294363	0.655982	1.07022	1.97944	10.94804
2920	-7287.368	-7228.664	-58.70359	2.152645	15.54318	0.31084	0.670322	1.07338	1.94546	10.33264
2930	-7276.381	-7220.501	-55.87999	2.357312	14.67049	0.332497	0.688323	1.07681	1.90237	10.13257
2940	-7278.883	-7214.232	-64.65074	2.107319	15.71263	0.305757	0.665961	1.07246	1.95582	10.70865
2950	-7291.304	-7225.025	-66.27905	1.98845	15.17259	0.291892	0.65378	1.0697	1.98463	10.83312
2960	-7300.031	-7240.252	-59.77928	2.163892	15.43875	0.312084	0.671382	1.0736	1.94294	10.40326
2970	-7321.913	-7255.631	-66.282	2.412699	13.93601	0.33802	0.69277	1.07756	1.89164	10.83018
2980	-7285.355	-7232.861	-52.49385	2.491621	14.41401	0.345661	0.698829	1.07853	1.87698	9.884505
2990	-7281.602	-7221.464	-60.1384	1.989078	15.97155	0.291967	0.653847	1.06971	1.98447	10.41404
3000	-7285.154	-7218.685	-66.46892	1.853393	15.45266	0.275123	0.63846	1.06585	2.02057	10.83601
3010	-7283.921	-7230.656	-53.26474	2.516292	16.6037	0.347996	0.700661	1.07881	1.87253	9.972339
3020	-7298.193	-7222.794	-75.39989	2.253257	13.37022	0.321741	0.679499	1.0752	1.92356	11.47981
3030	-7309.87	-7245.274	-64.59654	1.808743	14.47153	0.269324	0.633002	1.06437	2.0333	10.72504
3040	-7299.948	-7241.078	-58.87001	2.128293	13.80112	0.308123	0.667998	1.07289	1.95099	10.28746
3050	-7288.88	-7233.638	-55.24265	1.916746	15.86073	0.28313	0.645858	1.06776	2.00325	10.10885
3060	-7303.614	-7248.949	-54.66487	2.004583	14.62132	0.293821	0.6555	1.0701	1.98057	10.04725
3070	-7309.73	-7248.833	-60.89722	1.712878	14.86773	0.256415	0.620539	1.06081	2.06223	10.47758
3080	-7297.309	-7241.737	-55.5718	1.966261	14.31512	0.289214	0.651377	1.06912	1.99029	10.09176
3090	-7263.248	-7228.815	-34.43345	2.172518	17.16039	0.313034	0.672189	1.07376	1.94102	8.854378
3100	-7275.239	-7227.061	-48.1775	2.077768	15.62759	0.302384	0.663036	1.07182	1.96276	9.657989
3110	-7283.911	-7229.07	-54.84089	2.209474	15.58491	0.31706	0.675588	1.07444	1.93291	10.08429
3120	-7278.001	-7222.947	-55.05446	2.336362	16.32582	0.330372	0.686598	1.07651	1.90652	10.08866
3130	-7285.978	-7232.521	-53.45663	2.333092	15.51822	0.330039	0.686326	1.07646	1.90718	9.994792
3140	-7281.088	-7232.673	-48.41452	2.212221	16.39807	0.317356	0.675837	1.07449	1.93231	9.681765
3150	-7324.746	-7250.862	-73.88431	2.359278	13.90299	0.332696	0.688484	1.07684	1.90198	11.37571
3160	-7272	-7211.823	-60.17693	2.35356	16.31607	0.332118	0.688016	1.07676	1.90311	10.40287
3170	-7281.496	-7219.036	-62.46073	2.267059	15.08124	0.323197	0.680707	1.07543	1.92066	10.5823
3180	-7283.93	-7222.876	-61.05469	2.164715	14.56131	0.312175	0.671459	1.07361	1.94275	10.48283
3190	-7301.741	-7236.871	-64.86975	2.310621	14.76839	0.327734	0.684443	1.07612	1.9117	10.7453
3200	-7304.438	-7245.513	-58.92458	2.247715	14.64642	0.321154	0.67901	1.07511	1.92473	10.33938
3210	-7290.731	-7232.419	-58.31175	2.427129	15.22363	0.339437	0.693902	1.07775	1.88891	10.3083
3220	-7308.601	-7243.864	-64.73766	1.67609	12.56873	0.251288	0.615464	1.05928	2.07396	10.58445
3230	-7289.456	-7225.036	-64.41953	2.341342	17.15077	0.330879	0.68701	1.07658	1.90553	10.60257
3240	-7311.654	-7235.977	-75.67715	2.248174	15.05615	0.321203	0.679051	1.07512	1.92463	11.46027
3250	-7291.638	-7234.135	-57.50332	2.167536	15.35321	0.312485	0.671723	1.07367	1.94212	10.25583
3260	-7288.886	-7230.455	-58.43119	2.429175	15.13599	0.339637	0.694061	1.07778	1.88852	10.31562
3270	-7290.031	-7232.205	-57.82607	2.219272	15.00762	0.318116	0.676474	1.07462	1.93079	10.27387
3280	-7287.612	-7228.336	-59.27641	2.175033	13.47564	0.31331	0.672423	1.07381	1.94046	10.28579
3290	-7303.095	-7232.596	-70.49878	2.088137	15.49983	0.303573	0.66407	1.07205	1.96031	11.09408
3300	-7324.027	-7250.04	-73.98689	1.841375	14.10317	0.273575	0.637011	1.06546	2.02395	11.38188
3310	-7309.334	-7250.875	-58.45869	2.396151	14.34012	0.336384	0.691459	1.07735	1.89481	10.29472
3320	-7300.297	-7251.046	-49.25017	1.883196	16.87404	0.278921	0.641989	1.06677	2.01232	9.725552
3330	-7300.641	-7237.115	-63.52566	2.380367	15.65702	0.334813	0.690195	1.07713	1.89786	10.63908
3340	-7296.87	-7239.376	-57.49405	2.389933	15.97255	0.335767	0.690962	1.07726	1.89601	10.24845
3350	-7288.135	-7219.722	-68.41213	1.93141	15.19215	0.284947	0.647516	1.06817	1.99936	10.97298
3360	-7288.104	-7225.717	-62.38735	2.051625	14.27894	0.29936	0.660393	1.07123	1.96902	10.56662
3370	-7307.333	-7243.14	-64.19277	2.387741	15.8538	0.335548	0.690787	1.07723	1.89643	10.67346
3380	-7311.007	-7247.802	-63.2044	2.397248	16.13452	0.336493	0.691546	1.07736	1.8946	10.59816
3390	-7288.783	-7235.763	-53.0201	2.156407	15.87823	0.311257	0.670678	1.07345	1.94461	9.968695
3400	-7285.023	-7226.928	-58.09527	1.83054	14.97353	0.272171	0.635692	1.06511	2.02703	10.29125
3410	-7301.852	-7234.715	-67.13698	2.086173	13.53306	0.303349	0.663875	1.072	1.96077	10.87272
3420	-7278.029	-7221.002	-57.02763	2.689592	16.6991	0.363725	0.712751	1.08049	1.84304	10.1948
3430	-7306.877	-7232.905	-73.97241	2.232992	13.64037	0.319586	0.677704	1.07486	1.92785	11.37995
3440	-7298.854	-7235.51	-63.3437	2.192056	15.62056	0.315171	0.673997	1.07413	1.9367	10.6287
3450	-7288.075	-7234.668	-53.40683	2.358383	16.97276	0.332605	0.688411	1.07683	1.90216	9.968057
3460	-7294.374	-7225.426	-68.94805	1.863899	15.3967	0.276469	0.639714	1.06618	2.01764	10.9992
3470	-7313.701	-7237.02	-76.6811	1.915076	17.06173	0.282922	0.645668	1.06771	2.0037	11.32849
3480	-7303.273	-7244.245	-59.02864	2.082712	15.67187	0.302952	0.66353	1.07193	1.96159	10.3516
3490	-7317.137	-7251.76	-65.37707	2.207939	16.59636	0.316894	0.675448	1.07442	1.93324	10.70237
3500	-7292.405	-7235.731	-56.67452	2.037484	14.42749	0.297709	0.658941	1.0709	1.97245	10.17529
3510	-7282.704	-7221.888	-60.81563	1.79413	14.1261	0.267397	0.63117	1.06387	2.03757	10.44919
3520	-7277.193	-7215.96	-61.23271	1.885952	15.27376	0.27927	0.642311	1.06685	2.01156	10.4997
3530	-7286.843	-7223.911	-62.93194	2.192964	14.00263	0.31527	0.67408	1.07414	1.9365	10.59329
3540	-7293.415	-7225.725	-67.68992	1.923804	14.37992	0.284006	0.646659	1.06796	2.00137	10.93866
3550	-7266.382	-7214.494	-51.88749	2.070831	17.69573	0.301586	0.66234	1.07167	1.96441	9.846297
3560	-7276.742	-7213.733	-63.00873	2.05401	13.02816	0.299638	0.660637	1.07128	1.96844	10.51509
3570	-7295.926	-7237.244	-58.68277	2.13524	15.54453	0.308901	0.668665	1.07303	1.9494	10.33129
3580	-7300.829	-7234.647	-66.18212	2.015509	13.68147	0.295119	0.656653	1.07037	1.97786	10.81117
3590	-7303.385	-7241.057	-62.32778	2.055596	15.88795	0.299822	0.660798	1.07132	1.96806	10.55451
3600	-7293.392	-7227.733	-65.65923	2.068354	15.00145	0.3013	0.662091	1.07161	1.965	10.79593
3610	-7320.947	-7248.722	-72.22443	1.826157	13.07147	0.271601	0.635155	1.06496	2.02828	11.22549
3620	-7274.429	-7229.157	-45.27136	2.175138	16.51288	0.313321	0.672433	1.07381	1.94043	9.490739
3630	-7295.108	-7234.337	-60.77101	2.012683	18.32461	0.294784	0.656356	1.0703	1.97856	10.29313
3640	-7281.224	-7226.78	-54.44437	1.953454	16.46843	0.287654	0.649971	1.06878	1.99359	10.04755
3650	-7280.322	-7226.911	-53.41133	2.187461	15.12031	0.31467	0.673574	1.07404	1.93771	9.983494
3660	-7286.804	-7229.647	-57.15678	2.187555	15.40375	0.31468	0.673583	1.07404	1.93769	10.23338
3670	-7289.504	-7237.954	-51.54922	2.525574	15.86678	0.348868	0.701342	1.07891	1.87088	9.876012
3680	-7278.039	-7228.042	-49.99686	2.062714	18.0485	0.300648	0.661521	1.07148	1.96635	9.721264
3690	-7298.311	-7243.997	-54.31313	2.234246	15.26037	0.31972	0.677816	1.07488	1.92758	10.0464
3700	-7295.525	-7241.914	-53.61093	2.443469	16.9256	0.341031	0.69517	1.07796	1.88584	9.981979
3710	-7294.473	-7233.792	-60.68031	2.368284	15.38221	0.333602	0.689218	1.07697	1.90022	10.46241
3720	-7283.875	-7221.337	-62.53763	2.047993	14.96662	0.298937	0.660022	1.07115	1.9699	10.58794
3730	-7295.693	-7229.518	-66.17491	2.054529	13.51607	0.299698	0.66069	1.0713	1.96832	10.8005
3740	-7265.563	-7217.267	-48.29537	2.074271	16.97927	0.301982	0.662686	1.07174	1.96359	9.666754
3750	-7296.346	-7240.129	-56.21726	2.010532	16.03392	0.294529	0.656129	1.07025	1.97909	10.16733
3760	-7272.831	-7221.56	-51.27121	2.290019	16.31681	0.3256	0.68269	1.0758	1.91591	9.857036
3770	-7286.409	-7231.467	-54.94172	1.622906	19.5724	0.2437	0.607813	1.05689	2.0916	9.868213
3780	-7296.441	-7239.671	-56.76969	2.011963	18.82735	0.294699	0.65628	1.07029	1.97874	10.03185
3790	-7278.106	-7220.834	-57.27278	2.148252	16.12108	0.310352	0.669906	1.07329	1.94645	10.2309
3800	-7290.88	-7239.056	-51.82419	1.879351	15.69117	0.278435	0.641539	1.06666	2.01337	9.892108
3810	-7288.81	-7237.779	-51.03103	2.27317	15.69117	0.323839	0.681238	1.07553	1.91939	9.84156
3820	-7288.237	-7235.795	-52.44218	1.968662	14.34002	0.289505	0.651639	1.06919	1.98967	9.875154
3830	-7294.906	-7233.603	-61.30305	2.173148	14.29015	0.313103	0.672247	1.07377	1.94088	10.49113
3840	-7300.465	-7238.023	-62.44191	2.163078	14.71372	0.311994	0.671306	1.07358	1.94312	10.58038
3850	-7309.79	-7239.649	-70.14085	2.255232	14.07773	0.32195	0.679672	1.07524	1.92314	11.10896
3860	-7319.376	-7236.948	-82.42788	2.061684	14.01344	0.300528	0.661417	1.07146	1.9666	11.98506
3870	-7308.806	-7235.298	-73.50795	2.014815	15.16108	0.295037	0.65658	1.07036	1.97803	11.31024
3880	-7290.23	-7236.519	-53.711	2.112791	15.77224	0.306377	0.666496	1.07257	1.95456	10.01247
3890	-7299.423	-7238.489	-60.93355	1.983361	18.3259	0.29128	0.653233	1.06957	1.98592	10.30188
3900	-7288.733	-7233.805	-54.92821	2.224873	14.74407	0.318717	0.676977	1.07472	1.92959	10.07109
3910	-7287.859	-7233.251	-54.60833	2.170738	17.11954	0.312838	0.672023	1.07373	1.94141	10.03204
3920	-7301.476	-7234.246	-67.2296	2.30951	14.72475	0.327619	0.684349	1.0761	1.91193	10.90565
3930	-7270.427	-7221.767	-48.65954	2.150764	16.15526	0.310631	0.670144	1.07334	1.94588	9.696782
3940	-7315.88	-7245.129	-70.75089	2.040596	14.77518	0.298073	0.659262	1.07097	1.97169	11.14332
3950	-7281.834	-7230.173	-51.66175	1.990151	15.37248	0.292096	0.653962	1.06974	1.9842	9.875859
3960	-7322.095	-7254.531	-67.56471	2.229191	13.59162	0.31918	0.677364	1.07479	1.92866	10.90763
3970	-7318.549	-7245.775	-72.77379	2.111593	14.57299	0.306241	0.666379	1.07255	1.95483	11.28729
3980	-7314.423	-7242.701	-71.72197	2.128597	15.49791	0.308157	0.668027	1.0729	1.95092	11.17311
3990	-7266.694	-7217.479	-49.21466	2.352518	17.38915	0.332013	0.687931	1.07674	1.90331	9.707899
4000	-7276.398	-7217.435	-58.9636	1.824885	15.09202	0.271436	0.634999	1.06492	2.02865	10.3505
4010	-7306.433	-7241.017	-65.41601	1.900487	15.91259	0.281099	0.643997	1.06729	2.00762	10.74761
4020	-7289.24	-7220.748	-68.4918	2.113043	14.13837	0.306405	0.66652	1.07258	1.9545	10.99277
4030	-7283.553	-7222.493	-61.06007	1.849931	14.69584	0.274678	0.638044	1.06574	2.02154	10.48615
4040	-7297.303	-7237.971	-59.33267	2.158848	15.8023	0.311527	0.670908	1.0735	1.94407	10.36819
4050	-7302.03	-7239.074	-62.95576	1.856123	16.22473	0.275473	0.638787	1.06593	2.01981	10.57812
4060	-7288.772	-7233.099	-55.67251	2.171114	15.5663	0.312879	0.672058	1.07374	1.94133	10.13765
4070	-7289.291	-7235.611	-53.68008	2.297205	15.74256	0.326346	0.683304	1.07591	1.91444	10.01049
4080	-7308.362	-7243.939	-64.42225	1.991765	15.92618	0.29229	0.654135	1.06978	1.98379	10.6845
4090	-7298.143	-7233.872	-64.27052	2.003945	16.18448	0.293745	0.655432	1.07009	1.98073	10.66146
4100	-7281.119	-7216.538	-64.58083	2.383897	14.30812	0.335165	0.690478	1.07718	1.89718	10.72093
4110	-7312.939	-7254.357	-58.58168	2.361911	16.54616	0.332961	0.688699	1.07688	1.90146	10.29527
4120	-7266.512	-7222.243	-44.26872	2.370731	15.91813	0.333848	0.689416	1.077	1.89974	9.418817
4130	-7279.749	-7228.635	-51.11446	2.616316	15.99549	0.357214	0.707797	1.07983	1.85515	9.849074
4140	-7265.486	-7215.582	-49.90402	2.172871	18.71848	0.313072	0.672222	1.07377	1.94094	9.674698
4150	-7316.716	-7253.633	-63.08328	2.008063	15.38117	0.294235	0.655868	1.07019	1.97971	10.61865
4160	-7274.254	-7225.625	-48.6292	2.205561	16.04937	0.316637	0.675232	1.07437	1.93376	9.69422
4170	-7295.476	-7236.045	-59.43082	2.524312	18.11702	0.34875	0.70125	1.0789	1.8711	10.23814
4180	-7294.407	-7233.744	-60.66314	1.962514	13.69776	0.288759	0.650967	1.06902	1.99125	10.40915
4190	-7283.785	-7229.452	-54.33316	2.243272	15.96217	0.320682	0.678618	1.07504	1.92567	10.05066
4200	-7283.039	-7222.454	-60.58481	2.161023	13.22794	0.311767	0.671112	1.07354	1.94358	10.35524
4210	-7291.431	-7236.898	-54.53276	2.056417	15.65274	0.299918	0.660882	1.07134	1.96786	10.06471
4220	-7278.57	-7223.034	-55.53661	1.920661	14.55295	0.283616	0.646303	1.06787	2.00221	10.10344
4230	-7299.934	-7237.229	-62.70543	1.713184	16.35854	0.256457	0.620581	1.06082	2.06214	10.55549
4240	-7299.556	-7237.075	-62.48083	2.236135	13.04824	0.319922	0.677984	1.07491	1.92718	10.47715
4250	-7316.058	-7249.036	-67.02247	1.980557	16.28859	0.290943	0.65293	1.0695	1.98663	10.82436
4260	-7288.125	-7229.062	-59.06355	1.936994	14.73792	0.285636	0.648142	1.06833	1.99789	10.35141
4270	-7283.369	-7224.426	-58.94346	2.188622	15.29698	0.314797	0.673681	1.07406	1.93746	10.34979
4280	-7305.162	-7239.484	-65.67832	1.815888	15.65734	0.270261	0.63389	1.06462	2.03123	10.77655
4290	-7273.09	-7208.918	-64.17242	2.114116	15.81336	0.306527	0.666625	1.0726	1.95425	10.67398
4300	-7272.181	-7209.747	-62.43367	1.710871	14.36061	0.256138	0.620267	1.06073	2.06286	10.57255
4310	-7286.417	-7225.576	-60.84162	1.668646	16.09158	0.250239	0.614416	1.05896	2.07638	10.45348
4320	-7288.237	-7227.46	-60.77679	1.908377	13.96593	0.282087	0.644903	1.06752	2.00549	10.43708
4330	-7269.654	-7217.995	-51.65902	2.001721	17.51682	0.29348	0.655197	1.07003	1.98129	9.842464
4340	-7251.62	-7200.297	-51.3225	2.259116	18.11965	0.32236	0.680013	1.0753	1.92233	9.790425
4350	-7259.857	-7211.873	-47.98373	1.993272	18.47196	0.29247	0.654296	1.06982	1.98341	9.586975
4360	-7276.006	-7226.522	-49.4848	2.323114	15.76587	0.329018	0.685493	1.07631	1.90918	9.744408
4370	-7276.425	-7215.651	-60.77374	2.477696	14.28938	0.344332	0.697783	1.07837	1.87952	10.45406
4380	-7275.775	-7209.152	-66.62306	1.682081	15.65415	0.25213	0.616302	1.05954	2.07203	10.83705
4390	-7290.66	-7232.657	-58.0027	2.142929	14.17371	0.309759	0.6694	1.07319	1.94765	10.25318
4400	-7274.935	-7220.65	-54.28509	2.561501	17.42612	0.352211	0.703942	1.07929	1.86455	9.997468
4410	-7283.96	-7238.252	-45.70772	2.189404	17.0434	0.314882	0.673753	1.07408	1.93729	9.513412
4420	-7264.22	-7222.355	-41.86445	2.026134	16.79224	0.296375	0.657764	1.07063	1.97523	9.287481
4430	-7302.147	-7249.192	-52.95448	1.887239	13.8135	0.279432	0.642461	1.06689	2.01121	9.860271
4440	-7285.348	-7227.387	-57.96054	1.993929	14.41921	0.292549	0.654367	1.06984	1.98325	10.26402
4450	-7290.121	-7241.796	-48.32509	2.363824	17.96575	0.333154	0.688855	1.0769	1.90109	9.632726
4460	-7322.176	-7264.476	-57.70031	2.001118	16.00447	0.293408	0.655133	1.07002	1.98144	10.26058
4470	-7301.608	-7238.983	-62.62478	2.217881	18.56506	0.317966	0.676348	1.07459	1.93109	10.37013
4480	-7284.131	-7225.916	-58.21502	1.909007	15.2145	0.282165	0.644975	1.06754	2.00532	10.3019
4490	-7284.227	-7226.879	-57.34842	2.214677	14.77912	0.317621	0.676059	1.07454	1.93178	10.23635
4500	-7299.577	-7245.703	-53.87357	2.244892	14.06337	0.320854	0.678761	1.07506	1.92532	9.952112
4510	-7298.067	-7240.47	-57.59715	1.879239	16.36805	0.27842	0.641525	1.06665	2.0134	10.24287
4520	-7267.662	-7221.903	-45.75953	2.522495	15.38195	0.348579	0.701116	1.07888	1.87143	9.492391
4530	-7291.476	-7226.845	-64.63173	2.032266	13.92653	0.297096	0.658401	1.07078	1.97373	10.71132
4540	-7304.112	-7238.935	-65.17614	1.85217	15.29016	0.274966	0.638313	1.06581	2.02091	10.75743
4550	-7260.226	-7208.19	-52.03525	2.199751	15.9492	0.316007	0.674702	1.07427	1.93502	9.906717
4560	-7281.483	-7227.565	-53.91787	2.05432	14.37124	0.299674	0.660668	1.07129	1.96837	9.980314
4570	-7299.579	-7242.204	-57.37498	2.144213	16.35717	0.309902	0.669522	1.07321	1.94736	10.22969
4580	-7304.168	-7235.82	-68.3481	1.942865	13.97607	0.286358	0.648797	1.06849	1.99635	10.97946
4590	-7296.574	-7228.873	-67.70073	1.848676	11.68996	0.274516	0.637893	1.0657	2.02189	10.65036
4600	-7299.136	-7228.776	-70.36021	2.396758	14.11029	0.336445	0.691507	1.07735	1.89469	11.12477
4610	-7291.547	-7218.652	-72.89469	2.205281	14.21573	0.316606	0.675207	1.07437	1.93382	11.30338
4620	-7277.473	-7213.96	-63.51263	2.023742	14.42028	0.296092	0.657515	1.07057	1.97582	10.64909
4630	-7281.472	-7219.751	-61.72038	2.186527	13.35569	0.314568	0.673488	1.07403	1.93792	10.45517
4640	-7288.864	-7232.495	-56.36941	2.351067	15.86281	0.331866	0.687812	1.07672	1.9036	10.17986
4650	-7295.266	-7228.589	-66.67725	2.388247	14.9913	0.335599	0.690827	1.07724	1.89633	10.86401
4660	-7297.024	-7236.25	-60.77464	1.85893	15.25902	0.275833	0.639122	1.06602	2.01902	10.46983
4670	-7279.091	-7220.599	-58.49128	2.275661	16.14282	0.3241	0.681453	1.07557	1.91887	10.30577
4680	-7285.763	-7227.435	-58.32837	2.516141	13.20622	0.347982	0.700649	1.07881	1.87256	10.18171
4690	-7283.564	-7221.196	-62.36761	2.171468	15.21953	0.312918	0.672091	1.07374	1.94125	10.57477
4700	-7290.471	-7224.811	-65.66006	1.805577	15.99839	0.268908	0.632607	1.06427	2.03422	10.75827
4710	-7294.972	-7230.539	-64.43291	1.80889	15.33796	0.269343	0.63302	1.06438	2.03326	10.70759
4720	-7297.733	-7219.727	-78.00566	1.799776	14.59506	0.268143	0.63188	1.06406	2.03591	11.64508
4730	-7304.457	-7230.243	-74.21443	1.829863	13.7472	0.272083	0.63561	1.06508	2.02722	11.39894
4740	-7301.587	-7234.597	-66.99012	2.476346	13.70349	0.344202	0.697681	1.07835	1.87976	10.87133
4750	-7294.144	-7230.015	-64.12907	1.837998	14.5937	0.273138	0.636601	1.06535	2.02491	10.69429
4760	-7289.865	-7227.162	-62.70237	2.417242	15.7067	0.338467	0.693127	1.07762	1.89078	10.58485
4770	-7273.92	-7214.899	-59.02081	2.400272	14.6407	0.336793	0.691787	1.0774	1.89402	10.34577
4780	-7279.178	-7220.747	-58.43122	2.49967	15.34675	0.346425	0.69943	1.07862	1.87552	10.31628
4790	-7288.631	-7228.974	-59.65771	2.208236	15.34373	0.316926	0.675475	1.07442	1.93318	10.39622
4800	-7287.225	-7227.157	-60.06853	2.220112	15.16978	0.318206	0.676549	1.07463	1.93061	10.4238
4810	-7273.572	-7215.597	-57.97481	2.075369	14.42559	0.302109	0.662796	1.07177	1.96333	10.26532
4820	-7281.572	-7220.11	-61.46176	1.892056	14.22893	0.28004	0.643021	1.06704	2.0099	10.49971
4830	-7283.723	-7213.716	-70.00636	2.085446	13.56376	0.303265	0.663803	1.07199	1.96094	11.0861
4840	-7297.73	-7227.114	-70.61672	1.873479	16.00363	0.277689	0.640848	1.06648	2.01499	11.0677
4850	-7305.43	-7231.424	-74.00681	2.524714	14.52711	0.348787	0.701279	1.0789	1.87103	11.3735
4860	-7294.415	-7243.408	-51.0065	1.764398	15.80637	0.263432	0.627369	1.0628	2.0464	9.841331
4870	-7301.158	-7230.6	-70.55823	1.873816	11.86188	0.277732	0.640888	1.06649	2.01489	10.93216
4880	-7285.425	-7224.894	-60.53088	2.296921	12.79404	0.326317	0.68328	1.07591	1.91449	10.2893
4890	-7288.373	-7226.155	-62.21838	2.298615	13.33657	0.326492	0.683424	1.07594	1.91415	10.49049
4900	-7285.427	-7218.373	-67.05359	1.814907	13.86913	0.270132	0.633768	1.06458	2.03152	10.88316
4910	-7306.33	-7236.182	-70.14833	2.013147	15.23579	0.294839	0.656405	1.07032	1.97844	11.08524
4920	-7293.399	-7233.772	-59.62745	2.115315	14.30809	0.306662	0.666741	1.07262	1.95397	10.37474
4930	-7271.273	-7226.956	-44.317	2.383668	16.90311	0.335142	0.69046	1.07718	1.89722	9.433027
4940	-7277.528	-7220.601	-56.92715	2.394936	18.05463	0.336264	0.691362	1.07733	1.89504	10.10477
4950	-7278.807	-7229.198	-49.60922	2.100639	16.37024	0.304999	0.665306	1.07232	1.95738	9.754838
4960	-7280.721	-7234.443	-46.27759	2.209136	16.63574	0.317023	0.675557	1.07444	1.93298	9.551395
