Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
760	-7385.901	-7350.718	-35.18303	38977.65	16.61428	0.993569	0.998348	1.00164	1.00645	8.88371
770	-7378.153	-7343.653	-34.50005	3378.25	15.78507	0.978216	0.99433	1.0055	1.02195	8.795427
780	-7343.335	-7314.131	-29.20437	25.4369	16.75236	0.760426	0.924899	1.05269	1.26199	8.531497
790	-7281.605	-7230.599	-51.00537	1.974072	15.23647	0.29016	0.652228	1.06933	1.98829	9.828817
800	-7289.292	-7231.113	-58.17863	2.42468	15.63193	0.339197	0.69371	1.07772	1.88937	10.2979
810	-7307.394	-7241.631	-65.76264	2.42468	17.39575	0.339197	0.69371	1.07772	1.88937	10.65892
820	-7275.534	-7221.493	-54.04086	1.736873	13.5248	0.259706	0.623759	1.06176	2.05478	9.903913
830	-7308.22	-7237.34	-70.87987	2.108073	15.64217	0.305843	0.666035	1.07247	1.95565	11.10976
840	-7303.975	-7248.813	-55.16156	2.401116	15.49552	0.336877	0.691854	1.07741	1.89386	10.10454
850	-7286.152	-7239.217	-46.9356	2.142173	17.55972	0.309675	0.669328	1.07317	1.94783	9.571365
860	-7283.397	-7219.784	-63.61319	2.121603	15.5118	0.307371	0.667352	1.07275	1.95252	10.64948
870	-7294.106	-7234.902	-59.20472	1.890155	15.03885	0.2798	0.6428	1.06698	2.01042	10.36605
880	-7276.098	-7221.382	-54.7167	1.93433	15.56488	0.285308	0.647844	1.06826	1.99859	10.07624
890	-7296.042	-7230.107	-65.93493	2.211409	15.04908	0.317269	0.675763	1.07448	1.93249	10.81336
900	-7285.91	-7233.417	-52.49275	2.049629	15.335	0.299128	0.66019	1.07118	1.9695	9.929047
910	-7282.797	-7228.077	-54.71999	2.196057	17.29714	0.315606	0.674364	1.0742	1.93583	10.0295
920	-7280.197	-7216.77	-63.42686	2.106944	13.96777	0.305715	0.665925	1.07245	1.95591	10.62693
930	-7300.317	-7238.094	-62.22215	2.012019	16.16419	0.294705	0.656286	1.07029	1.97872	10.53587
940	-7307.347	-7238.605	-68.74179	1.992858	14.56834	0.292421	0.654252	1.06981	1.98352	11.01066
950	-7293.948	-7223.307	-70.64039	1.950874	13.67123	0.287339	0.649686	1.06871	1.99426	11.1367
960	-7297.588	-7221.762	-75.82616	1.950874	15.39112	0.287339	0.649686	1.06871	1.99426	11.44636
970	-7303.173	-7230.287	-72.88528	2.208968	14.35846	0.317005	0.675542	1.07444	1.93302	11.30039
980	-7286.387	-7226.336	-60.05088	2.02075	14.40678	0.295739	0.657202	1.0705	1.97656	10.40851
990	-7278.156	-7225.109	-53.04703	2.548556	15.03556	0.351012	0.703012	1.07916	1.86682	9.956478
1000	-7291.386	-7235.027	-56.35863	2.006842	14.45549	0.29409	0.655739	1.07016	1.98001	10.15493
1010	-7300.848	-7237.057	-63.79162	1.856913	14.94139	0.275575	0.638881	1.06596	2.01959	10.67191
1020	-7288.471	-7231.434	-57.03653	2.360426	14.30899	0.332811	0.688578	1.07685	1.90176	10.19371
1030	-7297.059	-7234.199	-62.85971	2.319317	14.4146	0.328629	0.685175	1.07625	1.90994	10.60367
1040	-7299.935	-7229.038	-70.89727	1.967001	14.53108	0.289303	0.651458	1.06914	1.9901	11.15937
1050	-7319.263	-7250.909	-68.35329	1.925389	16.57719	0.284203	0.646838	1.06801	2.00095	10.88329
1060	-7305.729	-7237.868	-67.86071	1.880263	16.18306	0.27855	0.641646	1.06668	2.01312	10.88339
1070	-7294.261	-7234.42	-59.84115	2.148974	16.71858	0.310432	0.669975	1.07331	1.94629	10.3622
1080	-7293.107	-7233.659	-59.44854	2.429841	14.01284	0.339702	0.694113	1.07779	1.8884	10.34521
1090	-7281.049	-7230.012	-51.03716	2.082162	15.14098	0.302889	0.663476	1.07192	1.96172	9.827314
1100	-7279.936	-7221.645	-58.29067	1.922249	14.58343	0.283813	0.646483	1.06792	2.00179	10.29385
1110	-7282.3	-7232.648	-49.65165	2.615958	15.51747	0.357182	0.707773	1.07983	1.85522	9.749576
1120	-7299.687	-7238.794	-60.89318	2.272393	15.04017	0.323758	0.68117	1.07552	1.91955	10.47833
1130	-7280.568	-7224.875	-55.69373	2.091344	14.88362	0.30394	0.664388	1.07212	1.95956	10.12812
1140	-7272.931	-7226.315	-46.61691	2.370003	17.14458	0.333775	0.689357	1.07699	1.89988	9.564702
1150	-7299.296	-7228.077	-71.21912	1.749685	18.03578	0.261447	0.62545	1.06225	2.05085	10.89864
1160	-7277.266	-7219.992	-57.27456	1.921491	15.1458	0.283719	0.646397	1.06789	2.00199	10.23933
1170	-7283.346	-7224.343	-59.00252	1.906669	13.84066	0.281873	0.644707	1.06747	2.00595	10.30035
1180	-7273.282	-7218.8	-54.48152	2.054334	16.36066	0.299675	0.66067	1.07129	1.96836	10.05271
1190	-7295.477	-7222.081	-73.39643	1.911482	13.2303	0.282474	0.645258	1.06761	2.00466	11.32389
1200	-7317.994	-7253.411	-64.58352	2.150616	13.87302	0.310614	0.67013	1.07334	1.94592	10.70525
1210	-7275.683	-7221.313	-54.36988	1.739908	13.76806	0.26012	0.624162	1.06188	2.05384	9.957745
1220	-7289.234	-7221.914	-67.31977	1.983463	15.15131	0.291293	0.653244	1.06957	1.98589	10.90239
1230	-7298.727	-7230.861	-67.86593	2.034028	14.46187	0.297303	0.658584	1.07082	1.97329	10.95097
1240	-7311.424	-7231.051	-80.37263	1.691701	13.586	0.253476	0.617639	1.05994	2.06894	11.85005
1250	-7288.805	-7230.656	-58.14963	1.990873	17.47843	0.292183	0.65404	1.06976	1.98402	10.21566
1260	-7286.311	-7232.099	-54.21197	2.267099	16.90711	0.323202	0.68071	1.07543	1.92066	10.01826
1270	-7305.964	-7249.152	-56.81181	2.194647	17.07039	0.315453	0.674235	1.07418	1.93614	10.16347
1280	-7293.933	-7233.392	-60.54169	1.918218	14.56777	0.283313	0.646025	1.0678	2.00286	10.44778
1290	-7300.521	-7234.188	-66.33359	1.750337	16.0051	0.261535	0.625536	1.06227	2.05066	10.79997
1300	-7280.486	-7218.333	-62.15254	2.006367	15.63931	0.294034	0.655689	1.07015	1.98013	10.5519
1310	-7286.287	-7227.461	-58.82644	2.000644	14.18483	0.293352	0.655082	1.07001	1.98156	10.31196
1320	-7290.685	-7239.709	-50.97645	1.974177	14.83585	0.290173	0.652239	1.06933	1.98826	9.808523
1330	-7272.076	-7228.926	-43.14981	1.997949	17.62537	0.29303	0.654795	1.06994	1.98224	9.354264
1340	-7283.531	-7236.281	-47.24948	2.058302	16.19389	0.300136	0.661074	1.07138	1.96741	9.609845
1350	-7282.866	-7232.349	-50.5162	2.336691	17.3927	0.330406	0.686625	1.07651	1.90646	9.782599
1360	-7290.458	-7228.625	-61.83299	2.062082	16.92076	0.300575	0.661457	1.07147	1.9665	10.46809
1370	-7289.006	-7237.044	-51.96207	1.990928	14.68064	0.292189	0.654046	1.06976	1.984	9.866137
1380	-7297.701	-7234.586	-63.11548	2.032315	14.84298	0.297102	0.658407	1.07078	1.97371	10.62676
1390	-7295.038	-7232.664	-62.37362	1.843354	15.55389	0.273831	0.637251	1.06553	2.02339	10.56847
1400	-7306.207	-7239.858	-66.34877	2.583963	16.23062	0.354275	0.705538	1.07952	1.86067	10.78686
1410	-7293.57	-7233.663	-59.90697	1.879735	14.79506	0.278483	0.641584	1.06667	2.01327	10.40977
1420	-7277.938	-7225.693	-52.24503	2.208541	15.96066	0.316959	0.675503	1.07443	1.93311	9.919849
1430	-7289.488	-7230.78	-58.70822	2.205566	14.06577	0.316637	0.675233	1.07437	1.93376	10.29605
1440	-7296.026	-7225.121	-70.90456	2.002028	14.96712	0.293517	0.655229	1.07004	1.98121	11.14696
1450	-7282.059	-7221.469	-60.58996	1.920399	15.56509	0.283584	0.646273	1.06786	2.00228	10.45358
1460	-7288.047	-7225.181	-62.86565	2.02843	13.39159	0.296645	0.658003	1.07069	1.97467	10.5444
1470	-7284.832	-7225.558	-59.27426	2.094825	15.6387	0.304337	0.664733	1.07219	1.95874	10.36787
1480	-7285.735	-7234.52	-51.21527	2.349245	16.54949	0.331681	0.687662	1.0767	1.90396	9.850006
1490	-7309.932	-7247.886	-62.04636	1.889357	15.10772	0.2797	0.642708	1.06696	2.01064	10.55467
1500	-7297.727	-7241.62	-56.10671	2.02898	16.50002	0.29671	0.65806	1.0707	1.97453	10.14738
1510	-7286.786	-7219.884	-66.90199	1.859479	14.85467	0.275903	0.639188	1.06604	2.01887	10.88167
1520	-7292.395	-7230.754	-61.64164	2.002516	14.75767	0.293575	0.655281	1.07005	1.98109	10.52659
1530	-7298.355	-7236.824	-61.5312	2.092405	15.14266	0.304061	0.664493	1.07214	1.95931	10.52039
1540	-7318.088	-7246.856	-71.23121	2.049719	14.7667	0.299138	0.660199	1.07119	1.96948	11.1761
1550	-7306.442	-7242.109	-64.33322	2.341803	16.3103	0.330926	0.687048	1.07659	1.90544	10.65796
1560	-7295.974	-7242.491	-53.48377	2.052887	15.2792	0.299507	0.660522	1.07126	1.96871	9.992487
1570	-7293.894	-7246.327	-47.56702	2.07032	16.17179	0.301527	0.662289	1.07165	1.96453	9.629291
1580	-7295.578	-7241.082	-54.49654	2.846908	16.10952	0.37706	0.722683	1.08165	1.81861	10.05888
1590	-7268.836	-7219.069	-49.76658	2.005281	16.47216	0.293904	0.655574	1.07012	1.9804	9.763461
1600	-7256.793	-7206.801	-49.99226	2.337734	16.63789	0.330512	0.686711	1.07653	1.90625	9.774652
1610	-7292.422	-7229.428	-62.99384	2.004381	14.01321	0.293797	0.655479	1.0701	1.98063	10.59823
1620	-7288.88	-7235.648	-53.23171	2.776774	14.77827	0.37122	0.718368	1.08117	1.82924	9.95776
1630	-7291.299	-7226.555	-64.74425	2.086918	15.02719	0.303434	0.663949	1.07202	1.9606	10.73457
1640	-7295.628	-7227.046	-68.58171	2.446483	14.66748	0.341323	0.695402	1.07799	1.88528	10.99842
1650	-7297.323	-7236.218	-61.10455	2.372808	14.65654	0.334056	0.689584	1.07703	1.89933	10.48842
1660	-7291.396	-7218.689	-72.70685	2.235033	13.45215	0.319804	0.677886	1.07489	1.92742	11.2816
1670	-7316.708	-7242.202	-74.50599	1.739656	13.71923	0.260085	0.624128	1.06187	2.05392	11.41993
1680	-7272.59	-7214.381	-58.20959	2.363414	12.93028	0.333112	0.688822	1.0769	1.90117	10.13115
1690	-7289.828	-7231.665	-58.16311	2.188386	16.52732	0.314771	0.673659	1.07406	1.93751	10.27081
1700	-7285.747	-7230.218	-55.52961	1.83199	15.4853	0.27236	0.63587	1.06515	2.02662	10.12825
1710	-7284.643	-7227.478	-57.16493	2.153325	15.12691	0.310915	0.670387	1.07339	1.94531	10.23184
1720	-7281.937	-7226.032	-55.90546	2.404777	14.69724	0.337239	0.692144	1.07746	1.89316	10.13546
1730	-7311.95	-7241.817	-70.13238	2.065884	14.61321	0.301015	0.661842	1.07155	1.96559	11.10528
1740	-7288.285	-7230.268	-58.01674	1.763747	15.49527	0.263344	0.627284	1.06277	2.0466	10.2888
1750	-7295.122	-7237.358	-57.76428	2.047913	16.10251	0.298928	0.660014	1.07114	1.96991	10.26193
1760	-7320.245	-7254.733	-65.51291	2.459318	18.33522	0.342565	0.696387	1.07815	1.8829	10.55076
1770	-7300.234	-7228.34	-71.89465	1.895118	12.63595	0.280425	0.643376	1.06713	2.00907	11.16144
1780	-7302.182	-7238.226	-63.95546	2.431034	16.23829	0.339819	0.694206	1.0778	1.88817	10.63897
1790	-7285.861	-7221.717	-64.14407	2.073905	16.03136	0.30194	0.662649	1.07173	1.96368	10.66184
1800	-7292.631	-7234.341	-58.28979	2.093092	16.79923	0.304139	0.664561	1.07215	1.95915	10.26527
1810	-7286.274	-7230.201	-56.07341	2.105036	15.86736	0.305499	0.665738	1.07241	1.95636	10.16114
1820	-7288.942	-7227.787	-61.15509	2.157601	13.88722	0.311389	0.67079	1.07348	1.94435	10.45909
1830	-7293.198	-7232.856	-60.34185	1.849224	13.59356	0.274587	0.637959	1.06571	2.02174	10.37639
1840	-7290.115	-7235.571	-54.54428	1.94682	14.82694	0.286843	0.649237	1.0686	1.99532	10.04865
1850	-7300.729	-7240.625	-60.10476	2.066626	15.99235	0.3011	0.661917	1.07157	1.96541	10.41123
1860	-7305.345	-7237.515	-67.82952	1.784882	16.46794	0.26617	0.629998	1.06354	2.04029	10.86036
1870	-7278.469	-7214.561	-63.908	2.160823	15.33062	0.311745	0.671094	1.07354	1.94362	10.67355
1880	-7276.271	-7223.322	-52.94924	2.459632	15.66451	0.342596	0.696411	1.07815	1.88284	9.963629
1890	-7282.159	-7230.217	-51.94205	2.623419	15.60169	0.357854	0.708287	1.0799	1.85396	9.898528
1900	-7287.229	-7220.73	-66.49879	1.888083	12.13785	0.279539	0.642559	1.06692	2.01098	10.64967
1910	-7286.315	-7227.426	-58.88932	1.997874	15.29041	0.293021	0.654787	1.06994	1.98226	10.34626
1920	-7291.075	-7231.589	-59.4856	1.939314	15.22677	0.285921	0.648401	1.06839	1.99728	10.3854
1930	-7296.782	-7232.255	-64.52671	1.921278	16.17447	0.283693	0.646373	1.06789	2.00205	10.67786
1940	-7299.498	-7227.108	-72.38947	2.013475	12.57855	0.294878	0.656439	1.07032	1.97836	11.19434
1950	-7304.433	-7237.445	-66.98867	1.831873	13.95055	0.272344	0.635855	1.06515	2.02665	10.88137
1960	-7292.218	-7228.923	-63.29516	2.518863	14.09697	0.348238	0.70085	1.07884	1.87207	10.62351
1970	-7305.369	-7244.98	-60.38891	1.913078	15.6062	0.282673	0.64544	1.06765	2.00423	10.43984
1980	-7316.883	-7246.182	-70.70021	1.950309	16.11025	0.28727	0.649623	1.06869	1.99441	11.06467
1990	-7291.543	-7224.722	-66.82077	1.838163	13.79827	0.27316	0.636622	1.06536	2.02486	10.86343
2000	-7296.615	-7227.806	-68.80865	2.245615	15.28754	0.320931	0.678825	1.07507	1.92517	10.99512
2010	-7302.314	-7233.741	-68.57361	1.777296	14.20919	0.265159	0.62903	1.06327	2.04254	10.99935
2020	-7302.233	-7238.684	-63.54928	1.8511	14.25179	0.274828	0.638184	1.06577	2.02121	10.64715
2030	-7316.085	-7243.66	-72.42593	2.052878	16.19908	0.299506	0.660521	1.07126	1.96871	11.16408
2040	-7301.162	-7232.799	-68.36223	2.433367	13.73154	0.340047	0.694387	1.07783	1.88774	10.97261
2050	-7306.345	-7233.845	-72.49984	2.162184	13.95114	0.311895	0.671222	1.07356	1.94332	11.27642
2060	-7293.321	-7227.811	-65.51022	2.549987	15.72468	0.351145	0.703115	1.07917	1.86657	10.7628
2070	-7301.752	-7235.806	-65.94669	2.153217	15.60616	0.310903	0.670376	1.07339	1.94533	10.79597
2080	-7281.305	-7228.314	-52.99125	2.229456	15.81303	0.319208	0.677388	1.0748	1.92861	9.966904
2090	-7260.871	-7216.993	-43.8779	2.620287	14.99362	0.357572	0.708071	1.07987	1.85449	9.343358
2100	-7272.615	-7218.548	-54.06672	2.122613	14.45399	0.307484	0.667449	1.07278	1.95229	9.996282
2110	-7271.286	-7221.848	-49.43846	2.465858	16.4314	0.343196	0.696886	1.07823	1.88169	9.743931
2120	-7291.006	-7227.329	-63.67737	1.997375	14.8503	0.292961	0.654734	1.06992	1.98238	10.6646
2130	-7302.941	-7232.083	-70.85808	2.035354	12.97988	0.297459	0.658721	1.07085	1.97297	11.11363
2140	-7290.826	-7230.426	-60.39959	2.006348	18.26367	0.294031	0.655687	1.07015	1.98013	10.27844
2150	-7299.478	-7237.8	-61.67885	1.914669	13.97712	0.282871	0.645622	1.0677	2.00381	10.50233
2160	-7300.377	-7235.163	-65.21436	2.20119	17.05305	0.316163	0.674834	1.0743	1.93471	10.65714
2170	-7293.458	-7227.515	-65.94202	2.340673	15.43718	0.330811	0.686955	1.07657	1.90566	10.80249
2180	-7295.448	-7228.032	-67.41541	1.987893	14.09477	0.291825	0.65372	1.06968	1.98477	10.91574
2190	-7310.393	-7240.047	-70.34604	2.336719	14.6788	0.330409	0.686627	1.07651	1.90645	11.11844
2200	-7282.294	-7221.991	-60.3026	2.433449	14.13878	0.340055	0.694394	1.07783	1.88772	10.41357
2210	-7332.718	-7261.308	-71.41018	2.762167	14.63206	0.369983	0.717447	1.08106	1.83151	11.19223
2220	-7319.697	-7240.938	-78.75846	1.839061	11.21772	0.273276	0.636731	1.06539	2.02461	11.50105
2230	-7322.313	-7244.868	-77.44503	1.925908	14.0351	0.284267	0.646896	1.06802	2.00082	11.62894
2240	-7303.184	-7240.665	-62.51921	2.067484	14.5406	0.301199	0.662003	1.07159	1.96521	10.583
2250	-7312.011	-7240.683	-71.32755	1.832995	13.72148	0.27249	0.635992	1.06519	2.02633	11.18831
2260	-7294.49	-7230.994	-63.49587	2.024172	15.05917	0.296143	0.65756	1.07058	1.97571	10.65118
2270	-7301.594	-7237.273	-64.32094	1.967433	14.00867	0.289356	0.651505	1.06915	1.98999	10.69274
2280	-7277.431	-7222.449	-54.98193	1.999385	14.50778	0.293201	0.654948	1.06997	1.98188	10.06278
2290	-7283.992	-7234.404	-49.58865	2.230328	14.84348	0.319301	0.677466	1.07481	1.92842	9.715459
2300	-7283.431	-7235.746	-47.68514	1.85023	15.18767	0.274716	0.63808	1.06575	2.02146	9.60842
2310	-7287.642	-7234.296	-53.34651	2.289303	13.7313	0.325525	0.682629	1.07579	1.91606	9.879064
2320	-7281.186	-7229.427	-51.75909	2.669179	17.12458	0.361931	0.711393	1.08031	1.84636	9.865413
2330	-7279.904	-7223.23	-56.67372	2.032599	15.66205	0.297135	0.658436	1.07078	1.97364	10.20141
2340	-7277.363	-7227.34	-50.02283	2.096741	16.72068	0.304556	0.664922	1.07223	1.95829	9.774886
2350	-7287.686	-7226.428	-61.25747	2.456559	14.67133	0.342299	0.696176	1.07812	1.88341	10.49914
2360	-7278.965	-7215.86	-63.10484	2.394624	15.98462	0.336233	0.691337	1.07733	1.8951	10.59918
2370	-7282.813	-7227.55	-55.26294	2.398992	13.61682	0.336666	0.691685	1.07738	1.89426	10.00555
2380	-7284.121	-7223.767	-60.35457	2.13116	17.04679	0.308444	0.668274	1.07295	1.95033	10.37257
2390	-7269.111	-7212.456	-56.65449	2.002195	16.98316	0.293537	0.655247	1.07004	1.98117	10.15887
2400	-7274.437	-7220.212	-54.22491	2.102008	18.378	0.305155	0.66544	1.07234	1.95706	9.931938
2410	-7285.168	-7226.273	-58.89472	1.899798	16.03503	0.281013	0.643917	1.06727	2.0078	10.33429
2420	-7287.074	-7224.563	-62.51114	1.81817	13.28388	0.270559	0.634172	1.06469	2.03057	10.50695
2430	-7299.58	-7251.572	-48.00771	2.090644	16.87477	0.30386	0.664319	1.0721	1.95972	9.651907
2440	-7279.287	-7232.11	-47.17619	2.385582	15.30588	0.335333	0.690614	1.0772	1.89685	9.58097
2450	-7293.19	-7239.002	-54.18788	2.304592	16.04081	0.327111	0.683932	1.07603	1.91293	10.04068
2460	-7316.261	-7253.521	-62.74002	2.003861	14.55212	0.293735	0.655424	1.07009	1.98076	10.5984
2470	-7290.892	-7230.906	-59.98576	1.809739	15.1678	0.269455	0.633126	1.06441	2.03301	10.41834
2480	-7309.188	-7246.423	-62.76561	1.906735	15.13105	0.281882	0.644715	1.06747	2.00593	10.60204
